source_file,field,source_value,bulgarian_display,technical_only,unexpected_ascii_words,forbidden_tokens,user_mode_pass
models/v122_unified_official_draw_freshness_status.json,label,Дневник — история на печалбите,Дневник — история на печалбите,False,,,True
models/v122_unified_official_draw_freshness_status.json,status,local_optional,Само локално — по избор,False,,,True
models/v122_unified_official_draw_freshness_status.json,message,Локалният личен journal export не е част от публичния release и не блокира актуалността.,Локалният личен дневник износ не е част от публичния издание и не блокира актуалността.,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,Исторически тиражи,Исторически тиражи,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,Нормализирани събития,Нормализирани събития,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,Канонични събития,Канонични събития,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,R статистически слой,R статистически слой,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,R статистически характеристики,R статистически характеристики,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,Решение за игра,Решение за игра,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,Готов фиш пакет,Готов фиш пакет,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,Системен фиш от моделите,Системен фиш от моделите,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,Обучени ML модели,Обучени ML модели,False,,,True
models/v122_unified_official_draw_freshness_status.json,status,informational,Информационно,False,,,True
models/v122_unified_official_draw_freshness_status.json,message,Моделите се обновяват по отделна политика и не са част от обновяването след всеки тираж.,Моделите се обновяват по отделна политика и не са част от обновяването след всеки тираж.,False,,,True
models/v123_bst_official_draw_detection_status.json,mode,read_only_detection,Проверка само за четене,False,,,True
models/v123_bst_official_draw_detection_status.json,status,up_to_date,Актуално,False,,,True
models/v123_bst_official_draw_detection_status.json,message,Локалният source of truth е актуален.,Локалният основен източник на данни е актуален.,False,,,True
models/v125_unified_downstream_refresh_status.json,status,planned,Планирано,False,,,True
models/v125_unified_downstream_refresh_status.json,message,Ready to run.,Готово за изпълнение.,False,,,True
models/v126_startup_automation_status.json,message,Локалният официален тираж е актуален.,Локалният официален тираж е актуален.,False,,,True
models/v127_end_to_end_automation_validation_status.json,status,validated,Потвърдено,False,,,True
models/v127_end_to_end_automation_validation_status.json,status,passed,Преминато,False,,,True
models/v127_end_to_end_automation_validation_status.json,message,Simulated newer official draw 2026-54 detected.,Открит е симулиран по-нов официален тираж 2026-54.,False,,,True
models/v127_end_to_end_automation_validation_status.json,message,Новият официален тираж е приложен безопасно към source of truth и journal mirror.,Новият официален тираж е приложен безопасно към основен източник на данни и огледално копие на дневника.,False,,,True
models/v127_end_to_end_automation_validation_status.json,status,inserted,Добавено,False,,,True
models/v127_end_to_end_automation_validation_status.json,message,Sandbox artifact advanced to 2026-54.,Тестовият артефакт е преместен към тираж 2026-54.,False,,,True
models/v127_end_to_end_automation_validation_status.json,status,refreshed_in_test_sandbox,Обновено в изолирана тестова среда,False,,,True
models/v127_end_to_end_automation_validation_status.json,message,All simulated operational layers are synchronized.,Всички симулирани оперативни слоеве са синхронизирани.,False,,,True
models/v127_end_to_end_automation_validation_status.json,message,Тиражът вече съществува. Не са направени промени.,Тиражът вече съществува. Не са направени промени.,False,,,True
models/v127_end_to_end_automation_validation_status.json,status,duplicate_blocked,Дубликат Блокирано,False,,,True
models/v127_end_to_end_automation_validation_status.json,message,Forced failure restored both sandbox source files.,Принудителната грешка възстанови и двата изходни файла в изолираната тестова среда.,False,,,True
models/v127_end_to_end_automation_validation_status.json,status,rolled_back,Върнато назад,False,,,True
models/v127_end_to_end_automation_validation_status.json,message,Възникна грешка и оригиналните файлове бяха възстановени от backup.,Възникна грешка и оригиналните файлове бяха възстановени от резервно копие.,False,,,True
models/v127_end_to_end_automation_validation_status.json,message,Real project draw files were not changed.,Реалните файлове с тиражи в проекта не са променени.,False,,,True
models/v129_controlled_production_activation_status.json,mode,dry_run,Пробно изпълнение,False,,,True
models/v129_controlled_production_activation_status.json,status,dry_run_blocked,Пробното изпълнение е блокирано,False,,,True
models/v129_controlled_production_activation_status.json,message,Dry-run preflight е блокиран; production данните не са променени.,пробно изпълнение предварителната проверка е блокирана; работните данни не са променени.,False,,,True
models/v129_controlled_production_activation_status.json,status,official_unavailable,Официалният източник не е достъпен,False,,,True
models/v129_controlled_production_activation_status.json,message,<urlopen error [Errno -3] Temporary failure in name resolution>,Временен проблем при свързването с външния източник.,True,,,True
models/v131_production_operations_dashboard_status.json,health,attention,Внимание,False,,,True
models/v131_production_operations_dashboard_status.json,message,Официалната страница не съдържа разпознаваем 6/49 тираж. HTML SHA256: bc43c898de5bfe5497d55c06884ffdc16831d73c705bced36f4f6e2fc64b2d67,Официалната страница не съдържа разпознаваем 6/49 тираж. HTML SHA256: bc43c898de5bfe5497d55c06884ffdc16831d73c705bced36f4f6e2fc64b2d67,False,,,True
models/v131_production_operations_dashboard_status.json,status,behind,Изостава,False,,,True
models/v131_production_operations_dashboard_status.json,message,Назад с 1 тираж(а).,Назад с 1 тираж(а).,False,,,True
models/v131_production_operations_dashboard_status.json,label,Step 121 R features,Етап 121 R характеристики,False,,,True
models/v131_production_operations_dashboard_status.json,message,Назад с 4 тираж(а).,Назад с 4 тираж(а).,False,,,True
models/v131_production_operations_dashboard_status.json,label,ML model artifacts,ML модел артефакти,False,,,True
models/v131_production_operations_dashboard_status.json,status,unavailable,Не е налично,False,,,True
models/v131_production_operations_dashboard_status.json,message,"Открит е marker за тираж 47, но липсва година за надеждно сравнение.","Открит е маркер за тираж 47, но липсва година за надеждно сравнение.",False,,,True
models/v142_downstream_freshness_repair_status.json,status,already_synced,Вече е синхронизирано,False,,,True
models/v143_3_downstream_zero_blocker_status.json,status,completed,Завършен,False,,,True
models/v148_prospective_forward_test_status.json,status,active,Активен,False,,,True
models/v149_repository_hygiene_policy.json,title,"Repository Hygiene, Privacy & Authorship Transparency","Хигиена на хранилището, поверителност и прозрачност на авторството",False,,,True
models/v150_1_deep_ui_integrity_policy.json,title,Задълбочена локализация на динамичния интерфейс и потребителските таблици,Задълбочена локализация на динамичния интерфейс и потребителските таблици,False,,,True
models/v150_global_ui_polish_policy.json,title,"Global Bulgarian UI, Table Localization & Technical Detail Separation","Глобален български интерфейс, локализация на таблиците и отделяне на техническите подробности",False,,,True
models/v150_global_ui_polish_status.json,scope,global_streamlit_ui_menus_pages_widgets_tables_statuses_and_research_technical_detail_separation,"Глобално езиково покритие на менюта, страници, елементи, таблици, статуси и технически подробности",False,,,True
models/v41/v41_frequency_main_numbers_model.json,warning,"Lottery draws are random. Scores are historical rankings, not guaranteed predictions.","Лотарийните тиражи са случайни. Оценките са исторически класирания, а не гарантирани прогнози.",False,,,True
models/v41/v41_latest_predictions.json,status,v41_predictions_generated_from_canonical_draw_events,Прогнозите v41 са генерирани от каноничните тиражи,False,,,True
models/v41/v41_latest_predictions.json,warning,"Lottery draws are random. These are ranking-based model outputs, not guaranteed winning numbers.","Лотарийните тиражи са случайни. Това са моделни резултати за класиране, а не гарантирани печеливши числа.",False,,,True
models/v41/v41_recency_main_numbers_model.json,warning,"Lottery draws are random. Scores are recency rankings, not guaranteed predictions.","Лотарийните тиражи са случайни. Оценките са класирания по скорошна активност, а не гарантирани прогнози.",False,,,True
models/v41/v41_sgd_number_model_metadata.json,model,sgd_number_classifier,SGD класификатор на числа,False,,,True
models/v41/v41_sgd_number_model_metadata.json,warning,"Lottery draws are random. This model provides ranking scores, not guaranteed predictions.","Лотарийните тиражи са случайни. Моделът предоставя оценки за класиране, а не гарантирани прогнози.",False,,,True
models/v42/v42_combined_prediction.json,method,combined_positive_negative_foundation,Основа с комбинирани положителни и отрицателни сигнали,False,,,True
models/v44_1/v44_1_final_ensemble_ticket_prediction.json,label,final_consensus,Краен съгласие,False,,,True
models/v44_1/v44_1_final_ensemble_ticket_prediction.json,label,interval_rhythm_next_window,Интервал ритъм следващ прозорец,False,,,True
models/v44_1/v44_1_final_ensemble_ticket_prediction.json,label,combined_positive_negative,Комбиниран Положително Отрицателно,False,,,True
models/v44_1/v44_1_final_ensemble_ticket_prediction.json,label,coverage_diversified,Покритието е разнообразено,False,,,True
models/v45/v45_final_prediction_tickets.json,status,v45_prediction_engine_pro_tickets_ready,Фишовете от разширения прогнозен модул v45 са готови,False,,,True
models/v45/v45_final_prediction_tickets.json,label,primary_rule_aware_ml_ensemble,"Основен ML ансамбъл, съобразен с правилата",False,,,True
models/v45/v45_final_prediction_tickets.json,label,coverage_low_overlap,Покритие ниски припокриване,False,,,True
models/v45/v45_final_prediction_tickets.json,label,rhythm_weighted_alternative,"Алтернатива, претеглена по ритъм",False,,,True
models/v45/v45_final_prediction_tickets.json,label,historical_signal_alternative,Алтернативен исторически сигнал,False,,,True
models/v45/v45_final_prediction_tickets.json,model,frequency_baseline,Честотен базов модел,False,,,True
models/v45/v45_final_prediction_tickets.json,model,recency_250_baseline,Скорошна активност 250 базов модел,False,,,True
models/v45/v45_final_prediction_tickets.json,model,gap_rhythm_statistical,Статистически модел на интервали и ритъм,False,,,True
models/v45/v45_final_prediction_tickets.json,model,random_baseline,Случаен базов модел,False,,,True
models/v45/v45_final_prediction_tickets.json,model,sgd_logistic_probability,Логистична вероятност със SGD,False,,,True
models/v45/v45_final_prediction_tickets.json,model,gaussian_naive_bayes,Гаусов наивен Байес,False,,,True
models/v45/v45_final_prediction_tickets.json,model,v45_pro_ensemble,Разширен ансамбъл — v45,False,,,True
models/v45/v45_final_prediction_tickets.json,warning,Lottery draws are random. This model ranks historical/statistical signals; it is not a guarantee and does not prove future winning numbers.,Лотарийните тиражи са случайни. Моделът подрежда исторически и статистически сигнали; той не е гаранция и не доказва кои числа ще бъдат изтеглени в бъдеще.,False,,,True
models/v45/v45_latest_number_scores.json,status,v45_prediction_engine_pro_scores_ready,Оценките от разширения прогнозен модул v45 са готови,False,,,True
models/v50/v50_pair_group_intelligence.json,type,pair_group_intelligence,Анализ на двойки и групи,False,,,True
models/v50/v50_pair_group_intelligence.json,warning,Statistical analysis only. Lottery draws remain random and there is no winning guarantee.,Само статистически анализ. Лотарийните тиражи остават случайни и няма гаранция за печалба.,False,,,True
models/v51/v51_ticket_portfolio_intelligence.json,type,ticket_portfolio_intelligence,Анализ на портфейла от фишове,False,,,True
models/v59/v59_smart_ticket_builder_2_manifest.json,strategy,Балансиран,Балансиран,False,,,True
models/v62/v62_model_performance_tracker_model.json,status,ok,Изрядно,False,,,True
models/v62/v62_model_performance_tracker_model.json,status,no_candidate_signal,Номер кандидат сигнал,False,,,True
models/v63/v63_model_reliability_dashboard_model.json,status,силна историческа надеждност,силна историческа надеждност,False,,,True
models/v63/v63_model_reliability_dashboard_model.json,status,средна историческа надеждност,средна историческа надеждност,False,,,True
models/v63/v63_model_reliability_dashboard_model.json,status,много ниска историческа надеждност,много ниска историческа надеждност,False,,,True
models/v65/v65_model_weighting_center_model.json,status,силен адаптивен сигнал,силен адаптивен сигнал,False,,,True
models/v65/v65_model_weighting_center_model.json,status,балансиран сигнал,балансиран сигнал,False,,,True
models/v65/v65_model_weighting_center_model.json,status,слаб сигнал за наблюдение,слаб сигнал за наблюдение,False,,,True
models/v66/v66_weighted_smart_ensemble_model.json,reason,no parseable score source files found,"Не са намерени източници с оценки, които могат да бъдат прочетени.",False,,,True
models/v66/v66_weighted_smart_ensemble_model.json,reason,"post-draw analyzer; used for reliability context, not direct score source","анализатор след тиража; използва се за контекст на надеждността, а не като директен източник на оценки",False,,,True
models/v66/v66_weighted_smart_ensemble_model.json,status,водещ претеглен сигнал,водещ претеглен сигнал,False,,,True
models/v66/v66_weighted_smart_ensemble_model.json,status,силен потвърден сигнал,силен потвърден сигнал,False,,,True
models/v66/v66_weighted_smart_ensemble_model.json,status,сигнал за наблюдение,сигнал за наблюдение,False,,,True
models/v66/v66_weighted_smart_ensemble_model.json,note,"статистическа референтна комбинация, не гаранция","статистическа референтна комбинация, не гаранция",False,,,True
models/v67/v67_weighted_ticket_builder_model.json,strategy,balanced_weighted,Балансиран претеглен,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,strategy,high_confidence,Високи доверие,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,strategy,diversified_weighted,Разнообразен претеглен вариант,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,strategy,odd_even_balanced,Нечетни четни балансиран,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,strategy,low_high_balanced,Ниски високи балансиран,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,strategy,spread_balanced,Разпределение балансиран,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,strategy,conservative_core,Консервативен основни,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,strategy,exploratory_weighted,Изследователски претеглен вариант,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,label,Балансирана претеглена комбинация,Балансирана претеглена комбинация,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,description,"Търси силен среден score, но с контрол върху odd/even, low/high, range и десетилетия.","Търси силна средна оценка, като контролира баланса между четни и нечетни, ниски и високи числа, общия диапазон и десетилетията.",False,,,True
models/v67/v67_weighted_ticket_builder_model.json,label,Комбинация с висока претеглена оценка,Комбинация с висока претеглена оценка,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,description,"Предпочита най-силните числа от Step 66, с минимален структурен контрол.","Предпочита най-силните числа от Етап 66, с минимален структурен контрол.",False,,,True
models/v67/v67_weighted_ticket_builder_model.json,label,Диверсифицирана претеглена комбинация,Диверсифицирана претеглена комбинация,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,description,Намалява припокриването с предишните комбинации и пази по-широко покритие.,Намалява припокриването с предишните комбинации и пази по-широко покритие.,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,label,Балансирана комбинация по нечетни/четни числа,Балансирана комбинация по нечетни/четни числа,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,description,Търси 3/3 или 2/4 баланс между четни и нечетни числа.,Търси 3/3 или 2/4 баланс между четни и нечетни числа.,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,label,Балансирана комбинация по ниски/високи числа,Балансирана комбинация по ниски/високи числа,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,description,Търси баланс между ниски числа 1–24 и високи числа 25–49.,Търси баланс между ниски числа 1–24 и високи числа 25–49.,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,label,Разпределена диапазонна комбинация,Разпределена диапазонна комбинация,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,description,Предпочита по-широк диапазон и поне няколко различни десетични групи.,Предпочита по-широк диапазон и поне няколко различни десетични групи.,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,label,Консервативно ядро,Консервативно ядро,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,description,"Държи се близо до top weighted числата, но избягва прекалено концентриран фиш.","Следва водещите претеглени числа, но избягва прекалено концентриран фиш.",False,,,True
models/v67/v67_weighted_ticket_builder_model.json,label,Разширена статистическа комбинация,Разширена статистическа комбинация,False,,,True
models/v67/v67_weighted_ticket_builder_model.json,description,"Позволява малко по-широк пул, за да не се повтарят само най-очевидните числа.","Позволява малко по-широк пул, за да не се повтарят само най-очевидните числа.",False,,,True
models/v69/v69_portfolio_improvement_model.json,reason,покрива непокрит top20 сигнал 16; намалява повторените двойки; увеличава уникалното покритие; увеличава top20 покритието,покрива непокрит водещите 20 сигнал 16; намалява повторените двойки; увеличава уникалното покритие; увеличава водещите 20 покритието,False,,,True
models/v69/v69_portfolio_improvement_model.json,reason,покрива непокрит top20 сигнал 43; намалява повторените двойки; увеличава уникалното покритие; увеличава top20 покритието,покрива непокрит водещите 20 сигнал 43; намалява повторените двойки; увеличава уникалното покритие; увеличава водещите 20 покритието,False,,,True
models/v69/v69_portfolio_improvement_model.json,reason,покрива непокрит top20 сигнал 48; намалява повторените двойки; увеличава уникалното покритие; увеличава top20 покритието,покрива непокрит водещите 20 сигнал 48; намалява повторените двойки; увеличава уникалното покритие; увеличава водещите 20 покритието,False,,,True
models/v69/v69_portfolio_improvement_model.json,reason,покрива непокрит top20 сигнал 16; заменя по-слаб rank 19 с по-силен rank 15; намалява повторените двойки; увеличава уникалното покритие; увеличава top20 покритието,покрива непокрит сигнал 16 от водещите 20; заменя по-слабото число на позиция 19 с по-силното на позиция 15; намалява повторените двойки; увеличава уникалното покритие и покритието на водещите 20 числа,False,,,True
models/v69/v69_portfolio_improvement_model.json,reason,покрива непокрит top20 сигнал 43; заменя по-слаб rank 19 с по-силен rank 18; намалява повторените двойки; увеличава уникалното покритие; увеличава top20 покритието,покрива непокрит сигнал 43 от водещите 20; заменя по-слабото число на позиция 19 с по-силното на позиция 18; намалява повторените двойки; увеличава уникалното покритие и покритието на водещите 20 числа,False,,,True
models/v70/v70_applied_candidate_portfolio_model.json,decision,candidate portfolio accepted as improved статистическа референция,кандидат-портфейлът е приет като подобрена статистическа референция,False,,,True
models/v72/v72_pipeline_refresh_model.json,mode,audit,Проверка,False,,,True
models/v73/v73_ticket_pack_performance_tracker_model.json,status,Готово за следваща проверка,Готово за следваща проверка,False,,,True
models/v75/v75_neural_meta_learner_model.json,status,Готово,Готово,False,,,True
models/v76/v76_explainability_validation_model.json,status,слаб сигнал,слаб сигнал,False,,,True
models/v76/v76_explainability_validation_model.json,type,number,Число,False,,,True
models/v76/v76_explainability_validation_model.json,warning,ниска позиция в невронната подредба,ниска позиция в невронната подредба,False,,,True
models/v76/v76_explainability_validation_model.json,warning,слаб последен прозорец; ниска позиция в невронната подредба,слаб последен прозорец; ниска позиция в невронната подредба,False,,,True
models/v76/v76_explainability_validation_model.json,warning,скоро появявало се число; ниска позиция в невронната подредба,скоро появявало се число; ниска позиция в невронната подредба,False,,,True
models/v78/v78_final_play_plan_model.json,action,Използвай само основните комбинации като финален пакет,Използвай само основните комбинации като финален пакет,False,,,True
models/v78/v78_final_play_plan_model.json,details,Основни комбинации: 3,Основни комбинации: 3,False,,,True
models/v78/v78_final_play_plan_model.json,action,Не увеличавай броя комбинации само заради модела,Не увеличавай броя комбинации само заради модела,False,,,True
models/v78/v78_final_play_plan_model.json,details,"Step 78 е дисциплина и организация, не обещание за резултат.","Етап 78 е дисциплина и организация, не обещание за резултат.",False,,,True
models/v78/v78_final_play_plan_model.json,action,След нов тираж оцени пакета преди обновяване на данните,След нов тираж оцени пакета преди обновяване на данните,False,,,True
models/v78/v78_final_play_plan_model.json,details,"Използвай предварителната проверка преди записа на новия тираж, после обнови веригата.","Използвай предварителната проверка преди записа на новия тираж, после обнови веригата.",False,,,True
models/v78/v78_final_play_plan_model.json,warning,не е приоритетен за финален пакет,не е приоритетен за финален пакет,False,,,True
models/v79/v79_ticket_pack_export_model.json,details,Не смесвай стари отчети с нов финален план.,Не смесвай стари отчети с нов финален план.,False,,,True
models/v79/v79_ticket_pack_export_model.json,status,задължително,задължително,False,,,True
models/v79/v79_ticket_pack_export_model.json,details,Основни комбинации в пакета: 3.,Основни комбинации в пакета: 3.,False,,,True
models/v79/v79_ticket_pack_export_model.json,details,"Резервите са за сравнение или замяна, не за хаотично разширяване.","Резервите са за сравнение или замяна, не за хаотично разширяване.",False,,,True
models/v79/v79_ticket_pack_export_model.json,status,контрол,контрол,False,,,True
models/v79/v79_ticket_pack_export_model.json,details,"Преди записа на новия тираж използвай проверка на резултата, после обнови данните.","Преди записа на новия тираж използвай проверка на резултата, после обнови данните.",False,,,True
models/v79/v79_ticket_pack_export_model.json,status,след тираж,след тираж,False,,,True
models/v79/v79_ticket_pack_export_model.json,details,"Това е статистически работен процес, а не предсказване на печеливш тираж.","Това е статистически работен процес, а не предсказване на печеливш тираж.",False,,,True
models/v79/v79_ticket_pack_export_model.json,status,важно,важно,False,,,True
models/v80/v80_final_system_audit_model.json,message,OK,Изрядно,True,,,True
models/v80/v80_final_system_audit_model.json,status,Провери,Провери,True,,,True
models/v80/v80_final_system_audit_model.json,message,scripts/v111_6_build_prize_import_captcha_safe_manual_import.py: ????; scripts/v111_9_remove_unofficial_archive_source.py: ????; scripts/v114_build_ticket_value.py: ????; scripts/v116_1_fix_backtesting_duplicate_columns.py: ????; step114_ticket_value_patch_files/scripts/v114_build_ticket_value.py: ????; step111_9_remove_unofficial_archive_source_patch_files/scripts/v111_9_remove_unofficial_archive_source.py: ????,scripts/v111_6_build_prize_import_captcha_safe_manual_import.py: ????; scripts/v111_9_remove_unofficial_archive_source.py: ????; scripts/v114_build_ticket_value.py: ????; scripts/v116_1_fix_backtesting_duplicate_columns.py: ????; step114_ticket_value_patch_files/scripts/v114_build_ticket_value.py: ????; step111_9_remove_unofficial_archive_source_patch_files/scripts/v111_9_remove_unofficial_archive_source.py: ????,True,,archive,True
models/v80/v80_final_system_audit_model.json,message,count=2,Брой: 2,True,,,True
models/v80/v80_final_system_audit_model.json,message,count=4,Брой: 4,True,,,True
models/v81/v81_final_ux_navigation_model.json,label,Контрол на синхрона,Контрол на синхрона,False,,,True
models/v82/v82_final_release_package_model.json,check,Required file: streamlit_app.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,details,Наличен,Наличен,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: README.md,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: requirements.txt,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: .gitignore,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: data/historical_draws.csv,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: data/v40_normalized_draw_events.csv,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: data/v41_canonical_draw_events.csv,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: models/model_registry.json,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: models/v79/v79_ticket_pack_export_model.json,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: models/v80/v80_final_system_audit_model.json,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: models/v81/v81_final_ux_navigation_model.json,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: reports/v79_ticket_pack_export_summary.json,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: reports/v80_final_system_audit_summary.json,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: reports/v81_final_ux_navigation_summary.json,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: scripts/v79_build_ticket_pack_export_center.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: scripts/v80_build_final_system_audit_center.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: scripts/v81_build_final_ux_navigation_center.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: scripts/v82_build_final_release_package_center.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: src/v79_ticket_pack_export_engine.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: src/v80_final_system_audit_engine.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: src/v81_final_ux_navigation_engine.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Required file: src/v82_final_release_package_engine.py,Проверка за задължителен проектен файл,True,,,True
models/v82/v82_final_release_package_model.json,check,Dataset expectation: data/historical_draws.csv,Проверка на очаквания файл с данни,True,,,True
models/v82/v82_final_release_package_model.json,details,"rows: expected 10058, actual 10060; rows_2026: expected 49, actual 51; latest_date: expected 2026-06-21, actual 2026-06-28; latest_numbers: expected 6,13,16,19,42,44, actual 2,4,17,33,35,38","rows: expected 10058, actual 10060; rows_2026: expected 49, actual 51; latest_date: expected 2026-06-21, actual 2026-06-28; latest_numbers: expected 6,13,16,19,42,44, actual 2,4,17,33,35,38",True,actual | expected | rows,,True
models/v82/v82_final_release_package_model.json,check,Dataset expectation: data/v40_normalized_draw_events.csv,Проверка на очаквания файл с данни,True,,,True
models/v82/v82_final_release_package_model.json,check,Dataset expectation: data/v41_canonical_draw_events.csv,Проверка на очаквания файл с данни,True,,,True
models/v82/v82_final_release_package_model.json,check,Upstream audit OK: reports/v80_final_system_audit_summary.json,Предходната проверка е успешна,True,,,True
models/v82/v82_final_release_package_model.json,details,status=Има нужда от преглед; issues_found=4,статус=Има нужда от преглед; issues_found=4,True,,,True
models/v82/v82_final_release_package_model.json,check,Upstream audit OK: reports/v81_final_ux_navigation_summary.json,Предходната проверка е успешна,True,,,True
models/v82/v82_final_release_package_model.json,details,status=Има нужда от преглед; issues_found=1,статус=Има нужда от преглед; issues_found=1,True,,,True
models/v82/v82_final_release_package_model.json,check,Streamlit label: Финален системен одит,Наименование в приложението: Финален системен одит,True,,,True
models/v82/v82_final_release_package_model.json,details,count=2,Брой: 2,True,,,True
models/v82/v82_final_release_package_model.json,check,Streamlit label: Финален UX контрол,Наименование в приложението: Финален UX контрол,True,,,True
models/v82/v82_final_release_package_model.json,check,Streamlit label: Финален пакет за предаване,Наименование в приложението: Финален пакет за предаване,True,,,True
models/v82/v82_final_release_package_model.json,check,Streamlit label: Контрол на синхрона,Наименование в приложението: Контрол на синхрона,True,,,True
models/v82/v82_final_release_package_model.json,reason,Git history не се включва в чист ZIP.,Git история не се включва в чист ZIP.,True,,,True
models/v82/v82_final_release_package_model.json,reason,Python cache артефакт.,Python кеш артефакт.,True,,,True
models/v82/v82_final_release_package_model.json,reason,Test cache артефакт.,Артефакт от тестовия кеш.,True,,,True
models/v82/v82_final_release_package_model.json,reason,Jupyter cache артефакт.,Jupyter кеш артефакт.,True,,,True
models/v82/v82_final_release_package_model.json,reason,Не допускаме nested ZIP вътре в чист ZIP.,Не допускаме вложени ZIP вътре в чист ZIP.,True,,,True
models/v82/v82_final_release_package_model.json,reason,Временни файлове.,Временни файлове.,True,,,True
models/v82/v82_final_release_package_model.json,reason,Backup файлове.,резервно копие файлове.,True,,,True
models/v82/v82_final_release_package_model.json,reason,Еднократните помощни файлове се чистят преди commit/предаване.,Еднократните помощни файлове се чистят преди запис в Git/предаване.,True,,,True
models/v82/v82_final_release_package_model.json,reason,Еднократни помощни скриптове не са част от продукта.,Еднократни помощни скриптове не са част от продукта.,True,,,True
models/v83/v83_final_user_manual_model.json,title,Final User Manual / App Guide Center,Ръководство за потребителя и работа с приложението,False,,,True
models/v84/v84_model_comparison_forward_test_model.json,title,Сравнение на модели / реална проверка във времето,Сравнение на модели / реална проверка във времето,False,,,True
models/v91/v91_budget_aware_system_builder_model.json,label,Защитен фиш с широко покритие,Защитен фиш с широко покритие,False,,,True
models/v91/v91_budget_aware_system_builder_model.json,mode,reference,Референтен,False,,,True
models/v91/v91_budget_aware_system_builder_model.json,label,Пълна система от 7 моделни числа,Пълна система от 7 моделни числа,False,,,True
models/v91/v91_budget_aware_system_builder_model.json,mode,full,Пълен,False,,,True
models/v91/v91_budget_aware_system_builder_model.json,label,Пълна система от 8 моделни числа,Пълна система от 8 моделни числа,False,,,True
models/v91/v91_budget_aware_system_builder_model.json,label,Пълна система от 9 моделни числа,Пълна система от 9 моделни числа,False,,,True
models/v91/v91_budget_aware_system_builder_model.json,label,"Редуцирана система: Защитно ядро от финалния фиш, 9 числа, 4 комбинации","Редуцирана система: Защитно ядро от финалния фиш, 9 числа, 4 комбинации",False,,,True
