file,line,widget,source_text,bulgarian_display,english_display,forbidden_bg_tokens,unexpected_ascii_words,bg_pass
src/v112_prize_statistics_section.py,342,markdown,### Обобщение за избрания период,### Обобщение за избрания период,### Обобщение за избрания период,,,True
src/v112_prize_statistics_section.py,364,markdown,### 6 числа и джакпот цикъл,### 6 числа и джакпот цикъл,### 6 numbers и джакпот цикъл,,,True
src/v112_prize_statistics_section.py,377,caption,Джакпот цикълът показва натрупване и рестарт след спечелена 6-ца. Това не гарантира кога ще има следваща 6-ца.,Джакпот цикълът показва натрупване и рестарт след спечелена 6-ца. Това не гарантира кога ще има следваща 6-ца.,Джакпот цикълът показва натрупване и рестарт след спечелена 6-ца. Това не гарантира кога ще има следваща 6-ца.,,,True
src/v112_prize_statistics_section.py,380,markdown,### Активност по категории,### Активност по категории,### Активност по категории,,,True
src/v112_prize_statistics_section.py,401,markdown,### Качество и произход,### Качество и произход,### Качество и произход,,,True
src/v112_prize_statistics_section.py,411,caption,Проверените БСТ screenshots са най-надеждният слой. Неофициални или стари редове трябва да стоят отделно/карантинирани.,Проверените БСТ екранни снимки са най-надеждният слой. Неофициални или стари редове трябва да стоят отделно/карантинирани.,Проверените БСТ screenshots са най-надеждният слой. Неофициални или стари редове трябва да стоят отделно/карантинирани.,,,True
src/v112_prize_statistics_section.py,414,markdown,### Данни за избрания период,### Данни за избрания период,### Данни за избрания период,,,True
src/v112_prize_statistics_section.py,417,download_button,Свали избраните записи като CSV,Свали избраните записи като CSV,Свали избраните записи като CSV,,,True
src/v112_prize_statistics_section.py,427,success,Отчетът е обновен. Записи: . Статус: .,Отчетът е обновен. Записи: . Статус: .,Отчетът е обновен. Записи: . Статус: .,,,True
src/v112_prize_statistics_section.py,309,success,Отчетът е обновен. Няма налични записи за анализ.,Отчетът е обновен. Няма налични записи за анализ.,Отчетът е обновен. Няма налични записи за анализ.,,,True
src/v112_prize_statistics_section.py,345,metric,Тиражи,Тиражи,Тиражи,,,True
src/v112_prize_statistics_section.py,347,metric,Средно 5-ци,Средно 5-ци,Средно 5-ци,,,True
src/v112_prize_statistics_section.py,349,metric,Средно 4-ки,Средно 4-ки,Средно 4-ки,,,True
src/v112_prize_statistics_section.py,351,metric,Средно 3-ки,Средно 3-ки,Средно 3-ки,,,True
src/v112_prize_statistics_section.py,361,caption,"Нужни са поне два тиража, за да се покаже графика.","Нужни са поне два тиража, за да се покаже графика.","Нужни са поне два drawа, за да се покаже графика.",,,True
src/v112_prize_statistics_section.py,367,success,Последна 6-ца в наличните данни: тираж  /  на  — числа ,Последна 6-ца в наличните данни: тираж / на — числа ,Последна 6-ца в наличните данни: draw  /  на  — numbers ,,,True
src/v112_prize_statistics_section.py,373,warning,В избрания период няма записан тираж със спечелена 6-ца.,В избрания период няма записан тираж със спечелена 6-ца.,В избрания период няма записан draw със спечелена 6-ца.,,,True
src/v112_prize_statistics_section.py,407,success,Всички показани записи имат 6 различни числа от 1 до 49.,Всички показани записи имат 6 различни числа от 1 до 49.,Всички показани записи имат 6 различни numbers от 1 до 49.,,,True
src/v112_prize_statistics_section.py,409,warning,Има  записа със съмнителни числа. Те не трябва да се използват за силен анализ.,Има записа със съмнителни числа. Те не трябва да се използват за силен анализ.,Има  записа със съмнителни numbers. Те не трябва да се използват за силен анализ.,,,True
src/v113_jackpot_cycle_section.py,353,title,Джакпот цикъл,Джакпот цикъл,Джакпот цикъл,,,True
src/v113_jackpot_cycle_section.py,354,caption,"Проследява натрупването на джакпота след последната спечелена 6-ца. Това е исторически анализ, не прогноза.","Проследява натрупването на джакпота след последната спечелена 6-ца. Това е исторически анализ, не прогноза.","Проследява натрупването на джакпота след последната спечелена 6-ца. Това е исторически анализ, не прогноза.",,,True
src/v113_jackpot_cycle_section.py,365,multiselect,Години за анализ,Години за анализ,Години за анализ,,,True
src/v113_jackpot_cycle_section.py,391,tabs,Текущ цикъл,Текущ цикъл,Текущ цикъл,,,True
src/v113_jackpot_cycle_section.py,391,tabs,6-ци и рестарти,6-ци и рестарти,6-ци и рестарти,,,True
src/v113_jackpot_cycle_section.py,391,tabs,Решение за фишове,Решение за фишове,Решение за фишове,,,True
src/v113_jackpot_cycle_section.py,391,tabs,Данни,Данни,Данни,,,True
src/v113_jackpot_cycle_section.py,478,button,Обнови локалния отчет,Обнови локалния отчет,Обнови локалния report,,,True
src/v113_jackpot_cycle_section.py,358,warning,Още няма активна история на печалбите. Първо добави проверени записи от БСТ.,Още няма активна история на печалбите. Първо добави проверени записи от БСТ.,Още няма активна история на печалбите. Първо добави проверени записи от БСТ.,,,True
src/v113_jackpot_cycle_section.py,359,button,Обнови отчета,Обнови отчета,Обнови reportа,,,True
src/v113_jackpot_cycle_section.py,372,markdown,### Как да се чете този анализ,### Как да се чете този анализ,### Как да се чете този анализ,,,True
src/v113_jackpot_cycle_section.py,382,metric,Последна 6-ца,Последна 6-ца,Последна 6-ца,,,True
src/v113_jackpot_cycle_section.py,385,metric,Тиражи без 6-ца,Тиражи без 6-ца,Тиражи без 6-ца,,,True
src/v113_jackpot_cycle_section.py,387,metric,Текущ джакпот,Текущ джакпот,Текущ джакпот,,,True
src/v113_jackpot_cycle_section.py,389,metric,Натрупване,Натрупване,Натрупване,,,True
src/v113_jackpot_cycle_section.py,399,markdown,### Текущ джакпот цикъл,### Текущ джакпот цикъл,### Текущ джакпот цикъл,,,True
src/v113_jackpot_cycle_section.py,425,markdown,### Тиражи със спечелена 6-ца,### Тиражи със спечелена 6-ца,### Тиражи със спечелена 6-ца,,,True
src/v113_jackpot_cycle_section.py,443,caption,Един запис със 6-ца не е достатъчен за надежден интервален модел. Той е полезен за джакпот цикъл и контрол на бюджета.,Един запис със 6-ца не е достатъчен за надежден интервален модел. Той е полезен за джакпот цикъл и контрол на бюджета.,Един запис със 6-ца не е достатъчен за надежден интервален модел. Той е полезен за джакпот цикъл и контрол на бюджета.,,,True
src/v113_jackpot_cycle_section.py,446,markdown,### Какво означава това за фишовете,### Какво означава това за фишовете,### Какво означава това за фишовете,,,True
src/v113_jackpot_cycle_section.py,449,markdown,- **Основен пакет** — когато цикълът е ранен или данните са малко.\n- **Разширен пакет** — само когато има натрупване и бюджетът е предварително ограничен.\n- **Без агресивно увеличаване** — джакпотът не променя математически шанса за конкретна комбинация.,- **Основен пакет** — когато цикълът е ранен или данните са малко.\n- **Разширен пакет** — само когато има натрупване и бюджетът е предварително ограничен.\n- **Без агресивно увеличаване** — джакпотът не променя математически шанса за конкретна комбинация.,- **Основен пакет** — когато цикълът е ранен или dataset са малко.\n- **Разширен пакет** — само когато има натрупване и бюджетът е предварително ограничен.\n- **Без агресивно увеличаване** — джакпотът не променя математически шанса за конкретна комбинация.,,,True
src/v113_jackpot_cycle_section.py,465,markdown,### Данни за джакпот цикъла,### Данни за джакпот цикъла,### Данни за джакпот цикъла,,,True
src/v113_jackpot_cycle_section.py,470,download_button,Свали данните за цикъла като CSV,Свали данните за цикъла като CSV,Свали dataset за цикъла като CSV,,,True
src/v113_jackpot_cycle_section.py,480,success,Отчетът е обновен. Статус: . Записи: .,Отчетът е обновен. Статус: . Записи: .,Отчетът е обновен. Статус: . Записи: .,,,True
src/v113_jackpot_cycle_section.py,361,success,Отчетът е обновен. Статус: ,Отчетът е обновен. Статус: ,Отчетът е обновен. Статус: ,,,True
src/v113_jackpot_cycle_section.py,408,warning,В избрания период няма записана 6-ца. Цикълът се изчислява само като натрупване в наличните данни.,В избрания период няма записана 6-ца. Цикълът се изчислява само като натрупване в наличните данни.,В избрания период няма записана 6-ца. Цикълът се изчислява само като натрупване в наличните данни.,,,True
src/v113_jackpot_cycle_section.py,422,caption,"Нужни са поне два тиража, за да се покаже графика на цикъла.","Нужни са поне два тиража, за да се покаже графика на цикъла.","Нужни са поне два drawа, за да се покаже графика на цикъла.",,,True
src/v113_jackpot_cycle_section.py,428,warning,Няма записана 6-ца в избрания период.,Няма записана 6-ца в избрания период.,Няма записана 6-ца в избрания период.,,,True
src/v113_jackpot_cycle_section.py,458,metric,Най-висок джакпот в данните,Най-висок джакпот в данните,Най-висок джакпот в dataset,,,True
src/v113_jackpot_cycle_section.py,459,caption, / , / , / ,,,True
src/v113_jackpot_cycle_section.py,461,metric,Най-нисък джакпот в данните,Най-нисък джакпот в данните,Най-нисък джакпот в dataset,,,True
src/v113_jackpot_cycle_section.py,462,caption, / , / , / ,,,True
src/v114_ticket_value_section.py,417,title,Реална стойност на фишовете,Реална стойност на фишовете,Реална стойност на фишовете,,,True
src/v114_ticket_value_section.py,418,caption,Сравнява запазените фишове с вече изтеглен тираж и проверените печалби от БСТ.,Сравнява запазените фишове с вече изтеглен тираж и проверените печалби от БСТ.,Сравнява запазените фишове с вече изтеглен draw и проверените печалби от БСТ.,,,True
src/v114_ticket_value_section.py,419,info,"Това е отчет след тиража: цена на фиша, попадения, реална категория и възможна печалба по БСТ. Не е прогноза.","Това е отчет след тиража: цена на фиша, попадения, реална категория и възможна печалба по БСТ. Не е прогноза.","Това е report след drawа: цена на фиша, попадения, реална категория и възможна печалба по БСТ. Не е прогноза.",,,True
src/v114_ticket_value_section.py,421,button,Обнови реалната стойност,Обнови реалната стойност,Обнови реалната стойност,,,True
src/v114_ticket_value_section.py,428,metric,Фишове,Фишове,Фишове,,,True
src/v114_ticket_value_section.py,429,metric,Оценени,Оценени,Оценени,,,True
src/v114_ticket_value_section.py,430,metric,Чакащи,Чакащи,Чакащи,,,True
src/v114_ticket_value_section.py,431,metric,Цена,Цена,Цена,,,True
src/v114_ticket_value_section.py,432,metric,Печалба,Печалба,Печалба,,,True
src/v114_ticket_value_section.py,433,metric,Баланс,Баланс,Баланс,,,True
src/v114_ticket_value_section.py,435,markdown,### Как да се чете,### Как да се чете,### Как да се чете,,,True
src/v114_ticket_value_section.py,436,markdown,"- Ако има проверени БСТ печалби за целевия тираж, всеки ред получава категория: 3, 4, 5 или 6 числа.\n- Ако няма БСТ печалби за този тираж, фишът остава в статус **чака данни**.\n- Балансът е само отчет: **печалба минус цена на фиша**.","- Ако има проверени БСТ печалби за целевия тираж, всеки ред получава категория: 3, 4, 5 или 6 числа.\n- Ако няма БСТ печалби за този тираж, фишът остава в статус **чака данни**.\n- Балансът е само отчет: **печалба минус цена на фиша**.","- Ако има проверени БСТ печалби за целевия draw, всеки ред получава категория: 3, 4, 5 или 6 numbers.\n- Ако няма БСТ печалби за този draw, фишът остава в status **чака данни**.\n- Балансът е само report: **печалба минус цена на фиша**.",,,True
src/v114_ticket_value_section.py,450,tabs,Обобщение,Обобщение,Обобщение,,,True
src/v114_ticket_value_section.py,450,tabs,Фишове,Фишове,Фишове,,,True
src/v114_ticket_value_section.py,450,tabs,Комбинации,Комбинации,Комбинации,,,True
src/v114_ticket_value_section.py,450,tabs,Нужни данни,Нужни данни,Нужни данни,,,True
src/v114_ticket_value_section.py,423,success,Анализът е обновен.,Анализът е обновен.,Анализът е обновен.,,,True
src/v114_ticket_value_section.py,444,warning,"Няма налична история на печалбите. Добави проверени БСТ данни, за да се изчислява стойност на фишовете.","Няма налична история на печалбите. Добави проверени БСТ данни, за да се изчислява стойност на фишовете.","Няма налична история на печалбите. Добави проверени БСТ данни, за да се изчислява стойност на фишовете.",,,True
src/v114_ticket_value_section.py,460,markdown,#### Бележка,#### Бележка,#### Бележка,,,True
src/v114_ticket_value_section.py,485,markdown,#### Какво е нужно за пълна оценка,#### Какво е нужно за пълна оценка,#### Какво е нужно за пълна оценка,,,True
src/v114_ticket_value_section.py,486,markdown,"1. Фишът трябва да е запазен в **Дневник на фишовете**.\n2. Реалният тираж трябва да е въведен.\n3. За този тираж трябва да има проверени БСТ печалби.\n4. Тогава страницата изчислява попадения, категория, печалба и баланс.","1. Фишът трябва да е запазен в **Дневник на фишовете**.\n2. Реалният тираж трябва да е въведен.\n3. За този тираж трябва да има проверени БСТ печалби.\n4. Тогава страницата изчислява попадения, категория, печалба и баланс.","1. Фишът трябва да е запазен в **Дневник на фишовете**.\n2. Реалният draw трябва да е въведен.\n3. За този draw трябва да има проверени БСТ печалби.\n4. Тогава страницата изчислява попадения, категория, печалба и баланс.",,,True
src/v114_ticket_value_section.py,446,warning,"Няма запазени фишове в дневника. Запази реално изигран фиш, после тази страница ще го оцени.","Няма запазени фишове в дневника. Запази реално изигран фиш, после тази страница ще го оцени.","Няма запазени фишове в дневника. Запази реално изигран фиш, после тази страница ще го оцени.",,,True
src/v114_ticket_value_section.py,448,success,Има достатъчно данни за отчет на реалната стойност на наличните фишове.,Има достатъчно данни за отчет на реалната стойност на наличните фишове.,Има достатъчно данни за report на реалната стойност на наличните фишове.,,,True
src/v114_ticket_value_section.py,455,markdown,#### Най-добър фиш в наличния отчет,#### Най-добър фиш в наличния отчет,#### Най-добър фиш в наличния report,,,True
src/v114_ticket_value_section.py,468,info,Още няма фишове за показване.,Още няма фишове за показване.,Още няма фишове за показване.,,,True
src/v114_ticket_value_section.py,474,download_button,Свали CSV с оценката по комбинации,Свали CSV с оценката по комбинации,Свали CSV с оценката по combinations,,,True
src/v114_ticket_value_section.py,482,info,Още няма комбинации за оценка.,Още няма комбинации за оценка.,Още няма combinations за оценка.,,,True
src/v115_play_decision_center_section.py,311,title,🎯 Решение за игра,🎯 Решение за игра,🎯 Решение за игра,,,True
src/v115_play_decision_center_section.py,312,caption,"Свързва историята на числата, проверените БСТ печалби, джакпот цикъла и бюджета за фишове.","Свързва историята на числата, проверените БСТ печалби, джакпот цикъла и бюджета за фишове.","Свързва историята на numbersта, проверените БСТ печалби, джакпот цикъла и бюджета за фишове.",,,True
src/v115_play_decision_center_section.py,313,warning,Това е контрол на риска и бюджета. Не е прогноза и не гарантира печалба.,Това е контрол на риска и бюджета. Не е прогноза и не гарантира печалба.,Това е контрол на риска и бюджета. Не е прогноза и не гарантира печалба.,,,True
src/v115_play_decision_center_section.py,334,metric,История на числата,История на числата,История на numbersта,,,True
src/v115_play_decision_center_section.py,335,metric,Печалби от БСТ,Печалби от БСТ,Печалби от БСТ,,,True
src/v115_play_decision_center_section.py,336,metric,Последна 6-ца,Последна 6-ца,Последна 6-ца,,,True
src/v115_play_decision_center_section.py,337,metric,Тиражи без 6-ца,Тиражи без 6-ца,Тиражи без 6-ца,,,True
src/v115_play_decision_center_section.py,339,markdown,### Препоръка за текущия цикъл,### Препоръка за текущия цикъл,### Препоръка за текущия цикъл,,,True
src/v115_play_decision_center_section.py,340,success,"**** —  фиш/а, приблизително .","**** — фиш/а, приблизително .","**** —  фиш/а, приблизително .",,,True
src/v115_play_decision_center_section.py,342,caption,Ниво:  · Данни:  — ,Ниво: · Данни: — ,Ниво:  · Данни:  — ,,,True
src/v115_play_decision_center_section.py,345,metric,Последен джакпот,Последен джакпот,Последен джакпот,,,True
src/v115_play_decision_center_section.py,346,metric,Натрупване в цикъла,Натрупване в цикъла,Натрупване в цикъла,,,True
src/v115_play_decision_center_section.py,347,metric,Чакащи фишове,Чакащи фишове,Чакащи фишове,,,True
src/v115_play_decision_center_section.py,349,markdown,### Варианти,### Варианти,### Варианти,,,True
src/v115_play_decision_center_section.py,358,markdown,### Контекст,### Контекст,### Контекст,,,True
src/v115_play_decision_center_section.py,360,metric,Средно 5-ци,Средно 5-ци,Средно 5-ци,,,True
src/v115_play_decision_center_section.py,361,metric,Средно 4-ки,Средно 4-ки,Средно 4-ки,,,True
src/v115_play_decision_center_section.py,362,metric,Средно 3-ки,Средно 3-ки,Средно 3-ки,,,True
src/v115_play_decision_center_section.py,374,button,Обнови отчета за решение,Обнови отчета за решение,Обнови reportа за решение,,,True
src/v115_play_decision_center_section.py,378,markdown,### Последни БСТ записи,### Последни БСТ записи,### Последни БСТ записи,,,True
src/v115_play_decision_center_section.py,317,markdown,### Настройки за решение,### Настройки за решение,### Настройки за решение,,,True
src/v115_play_decision_center_section.py,318,number_input,Цена на един фиш,Цена на един фиш,Цена на един фиш,,,True
src/v115_play_decision_center_section.py,319,slider,Максимум фишове,Максимум фишове,Максимум фишове,,,True
src/v115_play_decision_center_section.py,330,info,"Все още няма активна проверена история на печалбите. Първо въведи БСТ печалбите, после тази страница ще даде решение за обем на играта.","Все още няма активна проверена история на печалбите. Първо въведи БСТ печалбите, после тази страница ще даде решение за обем на играта.","Все още няма активна проверена история на печалбите. Първо въведи БСТ печалбите, после тази страница ще даде решение за обем на играта.",,,True
src/v115_play_decision_center_section.py,364,expander,Как се взема решението,Как се взема решението,Как се взема решението,,,True
src/v115_play_decision_center_section.py,376,success,Отчетът е обновен. Статус: ,Отчетът е обновен. Статус: ,Отчетът е обновен. Статус: ,,,True
src/v115_play_decision_center_section.py,353,markdown,#### ,#### ,#### ,,,True
src/v115_play_decision_center_section.py,354,metric,Разход,Разход,Разход,,,True
src/v115_play_decision_center_section.py,356,caption,Статус: ,Статус: ,Статус: ,,,True
src/v116_played_pack_lock_section.py,390,title,🔒 Реално играни фишове,🔒 Реално играни фишове,🔒 Реално играни фишове,,,True
src/v116_played_pack_lock_section.py,391,markdown,"\n        <div class=""lock-hero"">\n          <div class=""lock-hero-title"">Заключен изглед на реално пуснатите фишове</div>\n          <div class=""lock-hero-text"">\n            Тази страница показва само това, което вече е записано като играно.\n            Всеки физически фиш е подреден като 4 комбинации, без сурови технически имена в основния изглед.\n          </div>\n        </div>\n        ","\n <div class=""lock-hero"">\n <div class=""lock-hero-title"">Заключен изглед на реално пуснатите фишове</div>\n <div class=""lock-hero-text"">\n Тази страница показва само това, което вече е записано като играно.\n Всеки физически фиш е подреден като 4 комбинации, без сурови технически имена в основния изглед.\n </div>\n </div>\n ","\n        <div class=""lock-hero"">\n          <div class=""lock-hero-title"">Заключен изглед на реално пуснатите фишове</div>\n          <div class=""lock-hero-text"">\n            Тази страница показва само това, което вече е записано като играно.\n            Всеки физически фиш е подреден като 4 combinations, без сурови технически имена в основния изглед.\n          </div>\n        </div>\n        ",,,True
src/v116_played_pack_lock_section.py,419,metric,Фишове,Фишове,Фишове,,,True
src/v116_played_pack_lock_section.py,420,metric,Комбинации,Комбинации,Комбинации,,,True
src/v116_played_pack_lock_section.py,421,metric,Обща цена,Обща цена,Обща цена,,,True
src/v116_played_pack_lock_section.py,422,metric,Проверени,Проверени,Проверени,,,True
src/v116_played_pack_lock_section.py,424,markdown,"\n        <div class=""lock-action-strip"">\n            <b>Как да го четеш:</b> това е реалният пакет за отчет — не нова прогноза.\n            Фишовете са показани като „Фиш 1“, „Фиш 2“, „Фиш 3“, а всеки фиш съдържа 4 реда за преписване.\n        </div>\n        ","\n <div class=""lock-action-strip"">\n <b>Как да го четеш:</b> това е реалният пакет за отчет — не нова прогноза.\n Фишовете са показани като „Фиш 1“, „Фиш 2“, „Фиш 3“, а всеки фиш съдържа 4 реда за преписване.\n </div>\n ","\n        <div class=""lock-action-strip"">\n            <b>Как да го четеш:</b> това е реалният пакет за report — не нова прогноза.\n            Фишовете са показани като „Фиш 1“, „Фиш 2“, „Фиш 3“, а всеки фиш съдържа 4 реда за преписване.\n        </div>\n        ",,,True
src/v116_played_pack_lock_section.py,511,button,Обнови заключения отчет,Обнови заключения отчет,Обнови заключения report,,,True
src/v116_played_pack_lock_section.py,412,info,"Все още няма записани реално играни фишове. Запази пакет от страницата „Дневник на фишовете“, след което той ще се появи тук като заключен.","Все още няма записани реално играни фишове. Запази пакет от страницата „Дневник на фишовете“, след което той ще се появи тук като заключен.","Все още няма записани реално играни фишове. Запази пакет от страницата „Дневник на фишовете“, след което той ще се появи тук като заключен.",,,True
src/v116_played_pack_lock_section.py,413,button,Обнови заключения отчет,Обнови заключения отчет,Обнови заключения report,,,True
src/v116_played_pack_lock_section.py,437,selectbox,Покажи целеви тираж,Покажи целеви тираж,Покажи целеви draw,,,True
src/v116_played_pack_lock_section.py,444,expander,Текст за преписване / копиране,Текст за преписване / копиране,Текст за преписване / копиране,,,True
src/v116_played_pack_lock_section.py,445,text_area,"Копирай пакета така, както е пуснат","Копирай пакета така, както е пуснат","Копирай пакета така, както е пуснат",,,True
src/v116_played_pack_lock_section.py,451,caption,Текстът е само за удобство при преписване. Не променя дневника и не прави нова прогноза.,Текстът е само за удобство при преписване. Не променя дневника и не прави нова прогноза.,Текстът е само за удобство при преписване. Не променя дневника и не прави нова прогноза.,,,True
src/v116_played_pack_lock_section.py,461,markdown,"\n            <div class=""lock-card"">\n              <div class=""lock-ticket-head"">\n                <div>\n                  <div class=""lock-ticket-title"">🎫 </div>\n                  <div class=""lock-ticket-meta"">\n                    Играно на: <b></b> · Целеви тираж: <b></b> · Номер: <b></b><br>\n                    Структура: <b> комбинации</b> · Цена: <b></b>\n                  </div>\n                </div>\n                <span class=""lock-badge""></span>\n              </div>\n              <div class=""lock-muted""></div>\n            </div>\n            ","\n <div class=""lock-card"">\n <div class=""lock-ticket-head"">\n <div>\n <div class=""lock-ticket-title"">🎫 </div>\n <div class=""lock-ticket-meta"">\n Играно на: <b></b> · Целеви тираж: <b></b> · Номер: <b></b><br>\n Структура: <b> комбинации</b> · Цена: <b></b>\n </div>\n </div>\n <span class=""lock-badge""></span>\n </div>\n <div class=""lock-muted""></div>\n </div>\n ","\n            <div class=""lock-card"">\n              <div class=""lock-ticket-head"">\n                <div>\n                  <div class=""lock-ticket-title"">🎫 </div>\n                  <div class=""lock-ticket-meta"">\n                    Играно на: <b></b> · Целеви draw: <b></b> · Номер: <b></b><br>\n                    Структура: <b> combinations</b> · Цена: <b></b>\n                  </div>\n                </div>\n                <span class=""lock-badge""></span>\n              </div>\n              <div class=""lock-muted""></div>\n            </div>\n            ",,,True
src/v116_played_pack_lock_section.py,509,warning,"Има фишове, които не са точно с 4 комбинации. Провери дневника преди следващ checkpoint.","Има фишове, които не са точно с 4 комбинации. Провери дневника преди следващ контролна точка.","Има фишове, които не са точно с 4 combinations. Провери дневника преди следващ checkpoint.",,,True
src/v116_played_pack_lock_section.py,513,success,Отчетът е обновен. Статус: ,Отчетът е обновен. Статус: ,Отчетът е обновен. Статус: ,,,True
src/v116_played_pack_lock_section.py,516,download_button,Свали заключения пакет като CSV,Свали заключения пакет като CSV,Свали заключения пакет като CSV,,,True
src/v116_played_pack_lock_section.py,523,expander,Какво означава заключен пакет,Какво означава заключен пакет,Какво означава заключен пакет,,,True
src/v116_played_pack_lock_section.py,415,success,Отчетът е обновен. Статус: ,Отчетът е обновен. Статус: ,Отчетът е обновен. Статус: ,,,True
src/v116_played_pack_lock_section.py,480,warning,За този фиш няма записани редове.,За този фиш няма записани редове.,За този фиш няма записани редове.,,,True
src/v116_played_pack_lock_section.py,496,markdown,"\n                <div class=""lock-result-good"">\n                    <br>\n                    Познати числа: <b></b>\n                </div>\n                ","\n <div class=""lock-result-good"">\n <br>\n Познати числа: <b></b>\n </div>\n ","\n                <div class=""lock-result-good"">\n                    <br>\n                    Познати numbers: <b></b>\n                </div>\n                ",,,True
src/v116_played_pack_lock_section.py,506,info,Статус: чака реален тираж и проверка на фиша.,Статус: чака реален тираж и проверка на фиша.,Статус: чака реален draw и check на фиша.,,,True
src/v116_played_pack_lock_section.py,486,markdown,"\n                    <div class=""lock-line"">\n                      <div class=""lock-muted"">Ред  · </div>\n                      \n                    </div>\n                    ","\n <div class=""lock-line"">\n <div class=""lock-muted"">Ред · </div>\n \n </div>\n ","\n                    <div class=""lock-line"">\n                      <div class=""lock-muted"">Ред  · </div>\n                      \n                    </div>\n                    ",,,True
src/v117_real_ticket_pack_builder_section.py,57,markdown,\n        <div class='v117-card'>\n          <div class='v117-card-head'>\n            <div>\n              <div class='v117-title'>🎫 </div>\n              <div class='v117-muted'></div>\n              <div class='v117-muted'></div>\n            </div>\n            <span class='v117-badge'></span>\n          </div>\n        </div>\n        ,\n <div class='v117-card'>\n <div class='v117-card-head'>\n <div>\n <div class='v117-title'>🎫 </div>\n <div class='v117-muted'></div>\n <div class='v117-muted'></div>\n </div>\n <span class='v117-badge'></span>\n </div>\n </div>\n ,\n        <div class='v117-card'>\n          <div class='v117-card-head'>\n            <div>\n              <div class='v117-title'>🎫 </div>\n              <div class='v117-muted'></div>\n              <div class='v117-muted'></div>\n            </div>\n            <span class='v117-badge'></span>\n          </div>\n        </div>\n        ,,,True
src/v117_real_ticket_pack_builder_section.py,89,title,🎫 Готов фиш пакет,🎫 Готов фиш пакет,🎫 Готов фиш пакет,,,True
src/v117_real_ticket_pack_builder_section.py,90,markdown,"\n        <div class='v117-hero'>\n          <div class='v117-hero-title'>Готов фиш пакет за следващия тираж</div>\n          <div class='v117-hero-text'>\n            Този екран подрежда готов физически пакет за пускане: 1 фиш = 4 комбинации.\n            Целта е ясно копиране, печат и запис в дневника, без да се променят моделите и без обещание за печалба.\n          </div>\n        </div>\n        ","\n <div class='v117-hero'>\n <div class='v117-hero-title'>Готов фиш пакет за следващия тираж</div>\n <div class='v117-hero-text'>\n Този екран подрежда готов физически пакет за пускане: 1 фиш = 4 комбинации.\n Целта е ясно копиране, печат и запис в дневника, без да се променят моделите и без обещание за печалба.\n </div>\n </div>\n ","\n        <div class='v117-hero'>\n          <div class='v117-hero-title'>Готов фиш пакет за следващия draw</div>\n          <div class='v117-hero-text'>\n            Този екран подрежда готов физически пакет за пускане: 1 фиш = 4 combinations.\n            Целта е ясно копиране, печат и запис в дневника, без да се променят моделите и без обещание за печалба.\n          </div>\n        </div>\n        ",,,True
src/v117_real_ticket_pack_builder_section.py,102,markdown,"<div class='v117-safe'><b>Важно:</b> лотарията остава случайна игра. Този пакет е дисциплинирана организация на числа, не гаранция за резултат.</div>","<div class='v117-safe'><b>Важно:</b> лотарията остава случайна игра. Този пакет е дисциплинирана организация на числа, не гаранция за резултат.</div>","<div class='v117-safe'><b>Важно:</b> лотарията остава случайна игра. Този пакет е дисциплинирана организация на numbers, не гаранция за result.</div>",,,True
src/v117_real_ticket_pack_builder_section.py,148,metric,Фишове,Фишове,Фишове,,,True
src/v117_real_ticket_pack_builder_section.py,149,metric,Комбинации,Комбинации,Комбинации,,,True
src/v117_real_ticket_pack_builder_section.py,150,metric,Комбинации във фиш,Комбинации във фиш,Комбинации във фиш,,,True
src/v117_real_ticket_pack_builder_section.py,151,metric,Цена,Цена,Цена,,,True
src/v117_real_ticket_pack_builder_section.py,165,subheader,Запис в дневника като реално игран пакет,Запис в дневника като реално игран пакет,Запис в дневника като реално игран пакет,,,True
src/v117_real_ticket_pack_builder_section.py,166,caption,Използвай това само когато наистина ще пуснеш или вече си пуснал тези фишове.,Използвай това само когато наистина ще пуснеш или вече си пуснал тези фишове.,Използвай това само когато наистина ще пуснеш или вече си пуснал тези фишове.,,,True
src/v117_real_ticket_pack_builder_section.py,170,text_input,"Номер на тиража, ако го знаеш","Номер на тиража, ако го знаеш","Номер на drawа, ако го знаеш",,,True
src/v117_real_ticket_pack_builder_section.py,171,text_area,Бележка към записа,Бележка към записа,Бележка към записа,,,True
src/v117_real_ticket_pack_builder_section.py,173,button,Запази този пакет като реално игран,Запази този пакет като реално игран,Запази този пакет като реално игран,,,True
src/v117_real_ticket_pack_builder_section.py,76,markdown,\n            <div class='v117-line'>\n              <div class='v117-muted'>Ред  · </div>\n              \n            </div>\n            ,\n <div class='v117-line'>\n <div class='v117-muted'>Ред · </div>\n \n </div>\n ,\n            <div class='v117-line'>\n              <div class='v117-muted'>Ред  · </div>\n              \n            </div>\n            ,,,True
src/v117_real_ticket_pack_builder_section.py,109,radio,Режим на пакета,Режим на пакета,Режим на пакета,,,True
src/v117_real_ticket_pack_builder_section.py,118,selectbox,Брой фишове,Брой фишове,Брой фишове,,,True
src/v117_real_ticket_pack_builder_section.py,121,button,Обнови пакета,Обнови пакета,Обнови пакета,,,True
