path,pointer,original,normal_mode_text,version_label_remaining,technical_mode_preserves_original
reports/v150_2_plain_language_literal_audit.csv,row[1387].source_text,Превръща Step 69 candidate portfolio в отделен v70 приложен статистически портфейл. Step 67 остава запазен. Това не е гаранция за печалба.,Превръща Step 69 candidate portfolio в отделен приложен статистически портфейл. Step 67 остава запазен. Това не е гаранция за печалба.,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1387].bulgarian_display,Превръща Етап 69 кандидат портфейл в отделен v70 приложен статистически портфейл. Етап 67 остава запазен. Това не е гаранция за печалба.,Превръща Етап 69 кандидат портфейл в отделен приложен статистически портфейл. Етап 67 остава запазен. Това не е гаранция за печалба.,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1398].source_text,Приложен v70 портфейл,Приложен портфейл,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1398].bulgarian_display,Приложен v70 портфейл,Приложен портфейл,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1431].source_text,Център за обновяване на статистическите анализи: Step 61–63 и Step 65–74. При нужда може да включи и основните стъпки v41–v60.,Център за обновяване на статистическите анализи: Step 61–63 и Step 65–74. При нужда може да включи и основните стъпки.,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1431].bulgarian_display,Център за обновяване на статистическите анализи: 63 и 74. При нужда може да включи и основните стъпки v41–v60.,Център за обновяване на статистическите анализи: 63 и 74. При нужда може да включи и основните стъпки.,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1448].source_text,"Тази опция пуска core scripts v41–v60 плюс претеглена верига Step 61–74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.","Тази опция пуска core scripts плюс претеглена верига Step 61–74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.",False,True
reports/v150_2_plain_language_literal_audit.csv,row[1448].bulgarian_display,"Тази опция пуска основните скриптове v41–v60 плюс претеглена верига 74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.","Тази опция пуска основните скриптове плюс претеглена верига 74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.",False,True
reports/v150_2_plain_language_literal_audit.csv,row[1449].source_text,Пълно обновяване v41–v74,Пълно обновяване,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1449].bulgarian_display,Пълно обновяване v41–v74,Пълно обновяване,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1461].source_text,Пускам пълно обновяване v41–v74...,Пускам пълно обновяване...,False,True
reports/v150_2_plain_language_literal_audit.csv,row[1461].bulgarian_display,Пускам пълно обновяване v41–v74...,Пускам пълно обновяване...,False,True
reports/v150_ui_literal_audit.csv,row[78].source_text,"Бързият режим пропуска v67 и v75, защото са тежки лабораторни процеси. Те остават налични за ръчно пускане от съответните контролни страници.","Бързият режим пропуска тежките лабораторни процеси, защото са тежки лабораторни процеси. Те остават налични за ръчно пускане от съответните контролни страници.",False,True
reports/v150_ui_literal_audit.csv,row[78].bulgarian_display,"Бързият режим пропуска v67 и v75, защото са тежки лабораторни процеси. Те остават налични за ръчно пускане от съответните контролни страници.","Бързият режим пропуска тежките лабораторни процеси, защото са тежки лабораторни процеси. Те остават налични за ръчно пускане от съответните контролни страници.",False,True
reports/v150_ui_literal_audit.csv,row[78].english_display,"Бързият режим пропуска v67 и v75, защото са тежки лабораторни процеси. Те остават налични за ръчно пускане от съответните контролни страници.","Бързият режим пропуска тежките лабораторни процеси, защото са тежки лабораторни процеси. Те остават налични за ръчно пускане от съответните контролни страници.",False,True
reports/v150_ui_literal_audit.csv,row[223].source_text,V1 workflow е заключен като готов за следващ реален тираж.,Работният процес е заключен и е готов за следващия реален тираж.,False,True
reports/v150_ui_literal_audit.csv,row[223].bulgarian_display,V1 работен процес е заключен като готов за следващ реален тираж.,Работният процес е заключен и е готов за следващия реален тираж.,False,True
reports/v150_ui_literal_audit.csv,row[223].english_display,V1 workflow е заключен като готов за следващ реален draw.,работният процес е заключен като готов за следващ реален draw.,False,True
reports/v150_ui_literal_audit.csv,row[1339].source_text,Обнови v61 анализа,Обнови анализа,False,True
reports/v150_ui_literal_audit.csv,row[1339].bulgarian_display,Обнови v61 анализа,Обнови анализа,False,True
reports/v150_ui_literal_audit.csv,row[1339].english_display,Обнови v61 анализа,Обнови анализа,False,True
reports/v150_ui_literal_audit.csv,row[1348].source_text,v61 анализът е обновен успешно.,анализът е обновен успешно.,False,True
reports/v150_ui_literal_audit.csv,row[1348].bulgarian_display,v61 анализът е обновен успешно.,анализът е обновен успешно.,False,True
reports/v150_ui_literal_audit.csv,row[1348].english_display,v61 анализът е обновен успешно.,анализът е обновен успешно.,False,True
reports/v150_ui_literal_audit.csv,row[1349].source_text,Грешка при обновяване на v61 анализа.,Грешка при обновяване на анализа.,False,True
reports/v150_ui_literal_audit.csv,row[1349].bulgarian_display,Грешка при обновяване на v61 анализа.,Грешка при обновяване на анализа.,False,True
reports/v150_ui_literal_audit.csv,row[1349].english_display,Грешка при refresh на v61 анализа.,Грешка при refresh на анализа.,False,True
reports/v150_ui_literal_audit.csv,row[1472].source_text,Превръща Step 69 candidate portfolio в отделен v70 приложен статистически портфейл. Step 67 остава запазен. Това не е гаранция за печалба.,Превръща Step 69 candidate portfolio в отделен приложен статистически портфейл. Step 67 остава запазен. Това не е гаранция за печалба.,False,True
reports/v150_ui_literal_audit.csv,row[1472].bulgarian_display,Превръща Етап 69 кандидат портфейл в отделен v70 приложен статистически портфейл. Етап 67 остава запазен. Това не е гаранция за печалба.,Превръща Етап 69 кандидат портфейл в отделен приложен статистически портфейл. Етап 67 остава запазен. Това не е гаранция за печалба.,False,True
reports/v150_ui_literal_audit.csv,row[1472].english_display,Превръща Step 69 candidate portfolio в отделен v70 приложен статистически портфейл. Step 67 остава запазен. Това не е гаранция за печалба.,Превръща Step 69 candidate portfolio в отделен приложен статистически портфейл. Step 67 остава запазен. Това не е гаранция за печалба.,False,True
reports/v150_ui_literal_audit.csv,row[1484].source_text,Приложен v70 портфейл,Приложен портфейл,False,True
reports/v150_ui_literal_audit.csv,row[1484].bulgarian_display,Приложен v70 портфейл,Приложен портфейл,False,True
reports/v150_ui_literal_audit.csv,row[1484].english_display,Приложен v70 портфейл,Приложен портфейл,False,True
reports/v150_ui_literal_audit.csv,row[1519].source_text,Център за обновяване на статистическите анализи: Step 61–63 и Step 65–74. При нужда може да включи и основните стъпки v41–v60.,Център за обновяване на статистическите анализи: Step 61–63 и Step 65–74. При нужда може да включи и основните стъпки.,False,True
reports/v150_ui_literal_audit.csv,row[1519].bulgarian_display,Център за обновяване на статистическите анализи: 63 и 74. При нужда може да включи и основните стъпки v41–v60.,Център за обновяване на статистическите анализи: 63 и 74. При нужда може да включи и основните стъпки.,False,True
reports/v150_ui_literal_audit.csv,row[1519].english_display,Център за refresh на статистическите анализи: Step 61–63 и Step 65–74. При нужда може да включи и основните стъпки v41–v60.,Център за refresh на статистическите анализи: Step 61–63 и Step 65–74. При нужда може да включи и основните стъпки.,False,True
reports/v150_ui_literal_audit.csv,row[1536].source_text,"Тази опция пуска core scripts v41–v60 плюс претеглена верига Step 61–74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.","Тази опция пуска core scripts плюс претеглена верига Step 61–74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.",False,True
reports/v150_ui_literal_audit.csv,row[1536].bulgarian_display,"Тази опция пуска основните скриптове v41–v60 плюс претеглена верига 74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.","Тази опция пуска основните скриптове плюс претеглена верига 74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.",False,True
reports/v150_ui_literal_audit.csv,row[1536].english_display,"Тази опция пуска core scripts v41–v60 плюс претеглена pipeline Step 61–74. Използвай я след добавяне на нов draw, когато искаш пълно refresh.","Тази опция пуска core scripts плюс претеглена pipeline Step 61–74. Използвай я след добавяне на нов draw, когато искаш пълно refresh.",False,True
reports/v150_ui_literal_audit.csv,row[1537].source_text,Пълно обновяване v41–v74,Пълно обновяване,False,True
reports/v150_ui_literal_audit.csv,row[1537].bulgarian_display,Пълно обновяване v41–v74,Пълно обновяване,False,True
reports/v150_ui_literal_audit.csv,row[1537].english_display,Пълно refresh v41–v74,Пълно refresh,False,True
reports/v150_ui_literal_audit.csv,row[1549].source_text,Пускам пълно обновяване v41–v74...,Пускам пълно обновяване...,False,True
reports/v150_ui_literal_audit.csv,row[1549].bulgarian_display,Пускам пълно обновяване v41–v74...,Пускам пълно обновяване...,False,True
reports/v150_ui_literal_audit.csv,row[1549].english_display,Пускам пълно refresh v41–v74...,Пускам пълно refresh...,False,True
reports/v40_rules_aware_draw_audit.json,$.warnings[2],"Dataset uses draw_position, but not the clearer v40 name drawing_no yet.","Dataset uses draw_position, but not the clearer name drawing_no yet.",False,True
reports/v40_rules_aware_draw_audit.json,$.recommendation[0],Keep the existing v39 dataset as the stable baseline.,Keep the existing dataset as the stable baseline.,False,True
reports/v40_rules_aware_draw_audit.json,$.recommendation[2],"For v40, create a normalized draw-event данни with drawing_no and bonus_number instead of overwriting historical_draws.csv directly.","For, create a normalized draw-event данни with drawing_no and bonus_number instead of overwriting historical_draws.csv directly.",False,True
reports/v40_ticket_checker_sample.json,$.version,v40.1.1_ticket_checker_bulgarian_polish,.1_ticket_checker_bulgarian_polish,False,True
reports/v43_1_interval_rhythm_refined_summary.json,$.internal_version,v43.1,Вътрешна версия,False,True
reports/v44_1_final_ensemble_ticket_summary.json,$.internal_version,v44.1,Вътрешна версия,False,True
reports/v61_draw_result_analyzer_summary.json,$.model_signal_summary.best_signals[0].source_bg,v41 честотен baseline,честотен baseline,False,True
reports/v61_draw_result_analyzer_summary.json,$.model_signal_summary.best_signals[0].note_bg,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_summary.best_signals[0].source_bg,v41 честотен baseline,честотен baseline,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_summary.best_signals[0].note_bg,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[0].source_bg,v41 честотен baseline,честотен baseline,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[0].note_bg,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[1].source_bg,v44.1 финален ансамбъл,финален ансамбъл,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[2].source_bg,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[2].note_bg,Ticket candidate от v45.,Ticket candidate от.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[3].source_bg,v60 export sample,export sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[4].note_bg,Обединен номерен сигнал от v42.,Обединен номерен сигнал от.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[5].source_bg,v43.1 интервален ритъм — балансиран ритъм,интервален ритъм — балансиран ритъм,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[6].source_bg,v43.1 интервален ритъм — закъснели числа,интервален ритъм — закъснели числа,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[7].source_bg,v43.1 интервален ритъм — следващ прозорец,интервален ритъм — следващ прозорец,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[8].source_bg,v43.1 интервален ритъм — финален ритъм,интервален ритъм — финален ритъм,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[9].source_bg,v44.1 финален ансамбъл,финален ансамбъл,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[10].source_bg,v44.1 финален ансамбъл,финален ансамбъл,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[11].source_bg,v45 Prediction Engine Pro — primary,Prediction Engine Pro — primary,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[11].note_bg,Primary statistical candidate от v45.,Primary statistical candidate от.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[12].source_bg,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[12].note_bg,Ticket candidate от v45.,Ticket candidate от.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[13].source_bg,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[13].note_bg,Ticket candidate от v45.,Ticket candidate от.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[14].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[15].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[16].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[17].source_bg,v60 export sample,export sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[18].source_bg,v60 export sample,export sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[19].source_bg,v60 export sample,export sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[20].source_bg,v41 SGD класификатор,SGD класификатор,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[20].note_bg,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[21].source_bg,v41 recent 250 baseline,recent 250 baseline,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[21].note_bg,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[22].source_bg,v44.1 финален ансамбъл,финален ансамбъл,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[23].source_bg,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[23].note_bg,Ticket candidate от v45.,Ticket candidate от.,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[24].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[25].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_latest_draw_analysis.json,$.model_signal_hits[26].source_bg,v60 export sample,export sample,False,True
reports/v61_model_signal_hits.csv,row[2].source_bg,v41 честотен baseline,честотен baseline,False,True
reports/v61_model_signal_hits.csv,row[2].note_bg,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
reports/v61_model_signal_hits.csv,row[3].source_bg,v44.1 финален ансамбъл,финален ансамбъл,False,True
reports/v61_model_signal_hits.csv,row[4].source_bg,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
reports/v61_model_signal_hits.csv,row[4].note_bg,Ticket candidate от v45.,Ticket candidate от.,False,True
reports/v61_model_signal_hits.csv,row[5].source_bg,v60 export sample,export sample,False,True
reports/v61_model_signal_hits.csv,row[6].note_bg,Обединен номерен сигнал от v42.,Обединен номерен сигнал от.,False,True
reports/v61_model_signal_hits.csv,row[7].source_bg,v43.1 интервален ритъм — балансиран ритъм,интервален ритъм — балансиран ритъм,False,True
reports/v61_model_signal_hits.csv,row[8].source_bg,v43.1 интервален ритъм — закъснели числа,интервален ритъм — закъснели числа,False,True
reports/v61_model_signal_hits.csv,row[9].source_bg,v43.1 интервален ритъм — следващ прозорец,интервален ритъм — следващ прозорец,False,True
reports/v61_model_signal_hits.csv,row[10].source_bg,v43.1 интервален ритъм — финален ритъм,интервален ритъм — финален ритъм,False,True
reports/v61_model_signal_hits.csv,row[11].source_bg,v44.1 финален ансамбъл,финален ансамбъл,False,True
reports/v61_model_signal_hits.csv,row[12].source_bg,v44.1 финален ансамбъл,финален ансамбъл,False,True
reports/v61_model_signal_hits.csv,row[13].source_bg,v45 Prediction Engine Pro — primary,Prediction Engine Pro — primary,False,True
reports/v61_model_signal_hits.csv,row[13].note_bg,Primary statistical candidate от v45.,Primary statistical candidate от.,False,True
reports/v61_model_signal_hits.csv,row[14].source_bg,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
reports/v61_model_signal_hits.csv,row[14].note_bg,Ticket candidate от v45.,Ticket candidate от.,False,True
reports/v61_model_signal_hits.csv,row[15].source_bg,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
reports/v61_model_signal_hits.csv,row[15].note_bg,Ticket candidate от v45.,Ticket candidate от.,False,True
reports/v61_model_signal_hits.csv,row[16].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_model_signal_hits.csv,row[17].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_model_signal_hits.csv,row[18].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_model_signal_hits.csv,row[19].source_bg,v60 export sample,export sample,False,True
reports/v61_model_signal_hits.csv,row[20].source_bg,v60 export sample,export sample,False,True
reports/v61_model_signal_hits.csv,row[21].source_bg,v60 export sample,export sample,False,True
reports/v61_model_signal_hits.csv,row[22].source_bg,v41 SGD класификатор,SGD класификатор,False,True
reports/v61_model_signal_hits.csv,row[22].note_bg,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
reports/v61_model_signal_hits.csv,row[23].source_bg,v41 recent 250 baseline,recent 250 baseline,False,True
reports/v61_model_signal_hits.csv,row[23].note_bg,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
reports/v61_model_signal_hits.csv,row[24].source_bg,v44.1 финален ансамбъл,финален ансамбъл,False,True
reports/v61_model_signal_hits.csv,row[25].source_bg,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
reports/v61_model_signal_hits.csv,row[25].note_bg,Ticket candidate от v45.,Ticket candidate от.,False,True
reports/v61_model_signal_hits.csv,row[26].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_model_signal_hits.csv,row[27].source_bg,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
reports/v61_model_signal_hits.csv,row[28].source_bg,v60 export sample,export sample,False,True
reports/v63_model_reliability_scores.csv,row[2].model_label,v44.1 — финална обединена комбинация,— финална обединена комбинация,False,True
reports/v63_model_reliability_scores.csv,row[3].model_label,v41 — последни прогнозни сигнали,— последни прогнозни сигнали,False,True
reports/v63_model_reliability_scores.csv,row[5].model_label,v45 — Prediction Dashboard Pro,— Prediction Dashboard Pro,False,True
reports/v63_model_reliability_scores.csv,row[6].model_label,v50 — двойки и групи,— двойки и групи,False,True
reports/v63_model_reliability_scores.csv,row[7].model_label,v51 — пакет от комбинации,— пакет от комбинации,False,True
reports/v63_model_reliability_scores.csv,row[8].model_label,"v57 — горещи, студени и стабилни","— горещи, студени и стабилни",False,True
reports/v63_model_reliability_scores.csv,row[9].model_label,v58 — обединена оценка,— обединена оценка,False,True
reports/v63_model_reliability_scores.csv,row[10].model_label,v59 — интелигентен генератор 2,— интелигентен генератор 2,False,True
reports/v63_model_reliability_scores.csv,row[11].model_label,v61 — сигнали към последния тираж,— сигнали към последния тираж,False,True
reports/v63_model_reliability_summary.json,$.best_model_label,v44.1 — финална обединена комбинация,— финална обединена комбинация,False,True
reports/v65_model_weighting_summary.json,$.top_model_label,v44.1 — финална обединена комбинация,— финална обединена комбинация,False,True
reports/v65_model_weights.csv,row[2].model_label,v44.1 — финална обединена комбинация,— финална обединена комбинация,False,True
reports/v65_model_weights.csv,row[3].model_label,v41 — последни прогнозни сигнали,— последни прогнозни сигнали,False,True
reports/v65_model_weights.csv,row[5].model_label,v45 — Prediction Dashboard Pro,— Prediction Dashboard Pro,False,True
reports/v65_model_weights.csv,row[6].model_label,v50 — двойки и групи,— двойки и групи,False,True
reports/v65_model_weights.csv,row[7].model_label,v51 — пакет от комбинации,— пакет от комбинации,False,True
reports/v65_model_weights.csv,row[8].model_label,"v57 — горещи, студени и стабилни","— горещи, студени и стабилни",False,True
reports/v65_model_weights.csv,row[9].model_label,v58 — обединена оценка,— обединена оценка,False,True
reports/v65_model_weights.csv,row[10].model_label,v59 — интелигентен генератор 2,— интелигентен генератор 2,False,True
reports/v65_model_weights.csv,row[11].model_label,v61 — сигнали към последния тираж,— сигнали към последния тираж,False,True
reports/v66_weighted_smart_ensemble_scores.csv,row[13].top_sources,v44.1 — финална обединена комбинация | v41 — последни прогнозни сигнали | v59 — интелигентен генератор 2,— финална обединена комбинация | — последни прогнозни сигнали | — интелигентен генератор 2,False,True
reports/v66_weighted_smart_ensemble_scores.csv,row[49].top_sources,"v44.1 — финална обединена комбинация | v57 — горещи, студени и стабилни | v41 — последни прогнозни сигнали","— финална обединена комбинация | — горещи, студени и стабилни | — последни прогнозни сигнали",False,True
reports/v99_final_user_dashboard_summary.json,$.warnings[0],Има реален тираж след базовия V1 checkpoint; това е нормално post-draw състояние.,Има реален тираж след базовия заключената контролна точка; това е нормално post-draw състояние.,False,True
