file,line,widget,source_text,bulgarian_display,technical_only,unexpected_ascii_words,forbidden_tokens,pass
src/v116_played_pack_lock_section.py,506,info,Статус: чака реален тираж и проверка на фиша.,Статус: чака реален тираж и проверка на фиша.,False,,,True
src/v117_real_ticket_pack_builder_section.py,89,title,🎫 Готов фиш пакет,🎫 Готов фиш пакет,False,,,True
src/v117_real_ticket_pack_builder_section.py,90,markdown,"\n        <div class='v117-hero'>\n          <div class='v117-hero-title'>Готов фиш пакет за следващия тираж</div>\n          <div class='v117-hero-text'>\n            Този екран подрежда готов физически пакет за пускане: 1 фиш = 4 комбинации.\n            Целта е ясно копиране, печат и запис в дневника, без да се променят моделите и без обещание за печалба.\n          </div>\n        </div>\n        ","\n <div class='v117-hero'>\n <div class='v117-hero-title'>Готов фиш пакет за следващия тираж</div>\n <div class='v117-hero-text'>\n Този екран подрежда готов физически пакет за пускане: 1 фиш = 4 комбинации.\n Целта е ясно копиране, печат и запис в дневника, без да се променят моделите и без обещание за печалба.\n </div>\n </div>\n ",False,,,True
src/v117_real_ticket_pack_builder_section.py,102,markdown,"<div class='v117-safe'><b>Важно:</b> лотарията остава случайна игра. Този пакет е дисциплинирана организация на числа, не гаранция за резултат.</div>","<div class='v117-safe'><b>Важно:</b> лотарията остава случайна игра. Този пакет е дисциплинирана организация на числа, не гаранция за резултат.</div>",False,,,True
src/v117_real_ticket_pack_builder_section.py,148,metric,Фишове,Фишове,False,,,True
src/v117_real_ticket_pack_builder_section.py,149,metric,Комбинации,Комбинации,False,,,True
src/v117_real_ticket_pack_builder_section.py,150,metric,Комбинации във фиш,Комбинации във фиш,False,,,True
src/v117_real_ticket_pack_builder_section.py,151,metric,Цена,Цена,False,,,True
src/v117_real_ticket_pack_builder_section.py,165,subheader,Запис в дневника като реално игран пакет,Запис в дневника като реално игран пакет,False,,,True
src/v117_real_ticket_pack_builder_section.py,166,caption,Използвай това само когато наистина ще пуснеш или вече си пуснал тези фишове.,Използвай това само когато наистина ще пуснеш или вече си пуснал тези фишове.,False,,,True
src/v117_real_ticket_pack_builder_section.py,168,date_input,Дата на игра,Дата на игра,False,,,True
src/v117_real_ticket_pack_builder_section.py,169,date_input,Дата на целевия тираж,Дата на целевия тираж,False,,,True
src/v117_real_ticket_pack_builder_section.py,170,text_input,"Номер на тиража, ако го знаеш","Номер на тиража, ако го знаеш",False,,,True
src/v117_real_ticket_pack_builder_section.py,171,text_area,Бележка към записа,Бележка към записа,False,,,True
src/v117_real_ticket_pack_builder_section.py,173,button,Запази този пакет като реално игран,Запази този пакет като реално игран,False,,,True
src/v117_real_ticket_pack_builder_section.py,109,radio,Режим на пакета,Режим на пакета,False,,,True
src/v117_real_ticket_pack_builder_section.py,118,selectbox,Брой фишове,Брой фишове,False,,,True
src/v117_real_ticket_pack_builder_section.py,120,write,,,False,,,True
src/v117_real_ticket_pack_builder_section.py,121,button,Обнови пакета,Обнови пакета,False,,,True
src/v117_real_ticket_pack_builder_section.py,129,success,Пакетът е обновен и е готов за следващия тираж.,Пакетът е обновен и е готов за следващия тираж.,False,,,True
src/v117_real_ticket_pack_builder_section.py,154,error,Има блокираща проверка. Виж checklist-а преди да използваш пакета.,Има блокираща проверка. Виж контролния списък преди да използваш пакета.,False,,,True
src/v117_real_ticket_pack_builder_section.py,156,success,"Пакетът е готов за преглед, копиране или запис в дневника.","Пакетът е готов за преглед, копиране или запис в дневника.",False,,,True
src/v117_real_ticket_pack_builder_section.py,158,expander,Текст за копиране / преписване,Текст за копиране / преписване,False,,,True
src/v117_real_ticket_pack_builder_section.py,160,text_area,Копирай готовия пакет,Копирай готовия пакет,False,,,True
src/v117_real_ticket_pack_builder_section.py,191,download_button,Свали пакета като CSV,Свали пакета като CSV,False,,,True
src/v117_real_ticket_pack_builder_section.py,199,expander,Проверки на готовия пакет,Проверки на готовия пакет,False,,,True
src/v117_real_ticket_pack_builder_section.py,127,spinner,Подреждам готовия фиш пакет...,Подреждам готовия фиш пакет...,False,,,True
src/v117_real_ticket_pack_builder_section.py,133,info,"Пакетът беше обновен автоматично, за да не виждаш стари числа след последния въведен тираж.","Пакетът беше обновен автоматично, за да не виждаш стари числа след последния въведен тираж.",False,,,True
src/v117_real_ticket_pack_builder_section.py,131,spinner,Открит е нов тираж. Обновявам пакета за следващия тираж...,Открит е нов тираж. Обновявам пакета за следващия тираж...,False,,,True
src/v118_model_system_ticket_builder_section.py,90,markdown,</div>,</div>,False,,,True
src/v118_model_system_ticket_builder_section.py,134,title,🧩 Системен фиш от моделите,🧩 Системен фиш от моделите,False,,,True
src/v118_model_system_ticket_builder_section.py,135,markdown,"\n        <div class='v118-hero'>\n          <div class='v118-title'>Система от числа, които моделите вече са избрали</div>\n          <div class='v118-text'>\n            Този екран не измисля нови числа на ръка. Той взема моделния ранг и текущия готов пакет,\n            прави ядро от 7–12 числа и от него подрежда пълна или редуцирана система.\n          </div>\n        </div>\n        ","\n <div class='v118-hero'>\n <div class='v118-title'>Система от числа, които моделите вече са избрали</div>\n <div class='v118-text'>\n Този екран не измисля нови числа на ръка. Той взема моделния ранг и текущия готов пакет,\n прави ядро от 7–12 числа и от него подрежда пълна или редуцирана система.\n </div>\n </div>\n ",False,,,True
src/v118_model_system_ticket_builder_section.py,147,markdown,"<div class='v118-safe'><b>Важно:</b> системата увеличава организацията и покритието вътре в избраното ядро, но не променя случайността на тиража и не гарантира печалба.</div>","<div class='v118-safe'><b>Важно:</b> системата увеличава организацията и покритието вътре в избраното ядро, но не променя случайността на тиража и не гарантира печалба.</div>",False,,,True
src/v118_model_system_ticket_builder_section.py,156,selectbox,Източник на числата,Източник на числата,False,,,True
src/v118_model_system_ticket_builder_section.py,163,selectbox,Система от,Система от,False,,,True
src/v118_model_system_ticket_builder_section.py,164,radio,Режим,Режим,False,,,True
src/v118_model_system_ticket_builder_section.py,177,button,Обнови,Обнови,False,,,True
src/v118_model_system_ticket_builder_section.py,179,number_input,Цена на една комбинация в EUR,Цена на една комбинация в EUR,False,,,True
src/v118_model_system_ticket_builder_section.py,205,metric,Ядро,Ядро,False,,,True
src/v118_model_system_ticket_builder_section.py,206,metric,Комбинации,Комбинации,False,,,True
src/v118_model_system_ticket_builder_section.py,207,metric,Цена,Цена,False,,,True
src/v118_model_system_ticket_builder_section.py,208,metric,Покритие двойки,Покритие двойки,False,,,True
src/v118_model_system_ticket_builder_section.py,209,metric,Оценка,Оценка,False,,,True
src/v118_model_system_ticket_builder_section.py,168,metric,Линии,Линии,False,,,True
src/v118_model_system_ticket_builder_section.py,176,selectbox,Комбинации,Комбинации,False,,,True
src/v118_model_system_ticket_builder_section.py,231,caption,Пълното комбиниране става скъпо бързо. Тази таблица използва текущата цена на една комбинация.,Пълното комбиниране става скъпо бързо. Тази таблица използва текущата цена на една комбинация.,False,,,True
src/v118_model_system_ticket_builder_section.py,235,caption,"Това са числата, от които се избира ядрото. Те идват от моделния скоринг, не от ръчно въвеждане.","Това са числата, от които се избира ядрото. Те идват от моделния скоринг, не от ръчно въвеждане.",False,,,True
src/v118_model_system_ticket_builder_section.py,243,text_area,Текст за копиране / преписване,Текст за копиране / преписване,False,,,True
src/v118_model_system_ticket_builder_section.py,249,date_input,Дата на игра,Дата на игра,False,,,True
src/v118_model_system_ticket_builder_section.py,250,date_input,Дата на целевия тираж,Дата на целевия тираж,False,,,True
src/v118_model_system_ticket_builder_section.py,251,text_input,"Номер на тиража, ако го знаеш","Номер на тиража, ако го знаеш",False,,,True
src/v118_model_system_ticket_builder_section.py,252,text_area,Бележка,Бележка,False,,,True
src/v118_model_system_ticket_builder_section.py,253,button,Запази системния пакет като реално игран,Запази системния пакет като реално игран,False,,,True
src/v118_model_system_ticket_builder_section.py,276,expander,Проверки,Проверки,False,,,True
src/v118_model_system_ticket_builder_section.py,182,spinner,Строя системен фиш от актуалните моделни числа...,Строя системен фиш от актуалните моделни числа...,False,,,True
src/v118_model_system_ticket_builder_section.py,192,success,Системният фиш е обновен и е готов за следващия тираж.,Системният фиш е обновен и е готов за следващия тираж.,False,,,True
src/v118_model_system_ticket_builder_section.py,194,info,"Открит е нов тираж. Системният фиш беше обновен автоматично, за да не показва стар пакет.","Открит е нов тираж. Системният фиш беше обновен автоматично, за да не показва стар пакет.",False,,,True
src/v118_model_system_ticket_builder_section.py,224,error,Има блокираща проверка. Виж проверките долу преди игра.,Има блокираща проверка. Виж проверките долу преди игра.,False,,,True
src/v118_model_system_ticket_builder_section.py,226,success,Системният пакет е готов за преглед.,Системният пакет е готов за преглед.,False,,,True
src/v118_model_system_ticket_builder_section.py,247,warning,Този вариант не е кратен на 4 реда във всеки фиш. За запис като реален пакет избери редуцирана система с 12 комбинации.,Този вариант не е кратен на 4 реда във всеки фиш. За запис като реален пакет избери редуцирана система с 12 комбинации.,False,,,True
src/v118_model_system_ticket_builder_section.py,268,download_button,Свали системния пакет като CSV,Свали системния пакет като CSV,False,,,True
src/v122_unified_official_draw_freshness_section.py,23,title,Свежест на официалния тираж,Свежест на официалния тираж,False,,,True
src/v122_unified_official_draw_freshness_section.py,24,caption,"Единен преглед на данните, статистическите слоеве, решенията и готовите фишове.","Единен преглед на данните, статистическите слоеве, решенията и готовите фишове.",False,,,True
src/v122_unified_official_draw_freshness_section.py,30,metric,Последен официален тираж,Последен официален тираж,False,,,True
src/v122_unified_official_draw_freshness_section.py,31,metric,Дата,Дата,False,,,True
src/v122_unified_official_draw_freshness_section.py,32,metric,Изоставащи слоеве,Изоставащи слоеве,False,,,True
src/v122_unified_official_draw_freshness_section.py,66,info,Обучените ML модели имат собствен график за обновяване и не се считат за изоставащи след всеки нов тираж.,Обучените ML модели имат собствен график за обновяване и не се считат за изоставащи след всеки нов тираж.,False,,,True
src/v122_unified_official_draw_freshness_section.py,35,success,Всички оперативни слоеве са синхронизирани с последния официален тираж.,Всички оперативни слоеве са синхронизирани с последния официален тираж.,False,,,True
src/v122_unified_official_draw_freshness_section.py,37,error,"Има изоставащи слоеве. Обнови ги, преди да използваш решенията и готовите фишове.","Има изоставащи слоеве. Обнови ги, преди да използваш решенията и готовите фишове.",False,,,True
src/v122_unified_official_draw_freshness_section.py,54,markdown,### Какво трябва да се обнови,### Какво трябва да се обнови,False,,,True
src/v122_unified_official_draw_freshness_section.py,57,button,Обнови изоставащите слоеве,Обнови изоставащите слоеве,False,,,True
src/v122_unified_official_draw_freshness_section.py,68,expander,Технически подробности,Технически подробности,False,,,True
src/v122_unified_official_draw_freshness_section.py,72,download_button,Изтегли техническата матрица,Изтегли техническата матрица,False,,,True
src/v122_unified_official_draw_freshness_section.py,58,spinner,Обновяване на необходимите слоеве...,Обновяване на необходимите слоеве...,False,,,True
src/v122_unified_official_draw_freshness_section.py,61,success,Обновяването приключи успешно. Страницата ще бъде презаредена.,Обновяването приключи успешно. Страницата ще бъде презаредена.,False,,,True
src/v122_unified_official_draw_freshness_section.py,64,error,Обновяването спря безопасно. Отвори страницата „Обновяване на изоставащите слоеве“ за подробности.,Обновяването спря безопасно. Отвори страницата „Обновяване на изоставащите слоеве“ за подробности.,False,,,True
src/v123_bst_official_draw_detection_section.py,20,title,Проверка за нов официален тираж,Проверка за нов официален тираж,False,,,True
src/v123_bst_official_draw_detection_section.py,21,caption,Step 123 — read-only проверка на БСТ. Не записва тиражи и не обновява downstream модулите.,само за преглед проверка на БСТ. Не записва тиражи и не обновява зависими модулите.,False,,,True
src/v123_bst_official_draw_detection_section.py,25,metric,Локален последен тираж,Локален последен тираж,False,,,True
src/v123_bst_official_draw_detection_section.py,26,metric,Локална дата,Локална дата,False,,,True
src/v123_bst_official_draw_detection_section.py,28,info,"Тази стъпка само проверява и валидира. Безопасното записване ще бъде отделен Step 124, а обновяването по веригата — Step 125.","Тази стъпка само проверява и валидира. Безопасното записване ще бъде отделен Етап 124, а обновяването по веригата — Етап 125.",False,,,True
src/v123_bst_official_draw_detection_section.py,34,checkbox,Валидирай и детайлната страница на последния тираж,Валидирай и детайлната страница на последния тираж,False,,,True
src/v123_bst_official_draw_detection_section.py,35,slider,Timeout за официалната проверка (секунди),Време за изчакване за официалната проверка (секунди),False,,,True
src/v123_bst_official_draw_detection_section.py,37,button,Провери БСТ за нов тираж,Провери БСТ за нов тираж,False,,,True
src/v123_bst_official_draw_detection_section.py,43,metric,Официален последен тираж,Официален последен тираж,False,,,True
src/v123_bst_official_draw_detection_section.py,44,metric,Дата,Дата,False,,,True
src/v123_bst_official_draw_detection_section.py,45,metric,Разлика,Разлика,False,,,True
src/v123_bst_official_draw_detection_section.py,59,write,Детайлна валидация:,Детайлна валидация:,False,,,True
src/v123_bst_official_draw_detection_section.py,38,spinner,Проверявам официалния БСТ източник...,Проверявам официалния БСТ източник...,False,,,True
src/v123_bst_official_draw_detection_section.py,49,success,Няма неприложен официален тираж. Локалният source of truth е актуален.,Няма неприложен официален тираж. Локалният основен източник на данни е актуален.,False,,,True
src/v123_bst_official_draw_detection_section.py,61,write,Печеливши числа:,Печеливши числа:,False,,,True
src/v123_bst_official_draw_detection_section.py,66,expander,Последен Step 123 detection summary,Последен Етап 123 откриване обобщение,False,,,True
src/v123_bst_official_draw_detection_section.py,51,warning,"Има нов официален тираж, който още не е приложен локално.","Има нов официален тираж, който още не е приложен локално.",False,,,True
src/v123_bst_official_draw_detection_section.py,53,error,Локалният тираж изглежда пред официално открития. Не предприемай автоматичен запис.,Локалният тираж изглежда пред официално открития. Не предприемай автоматичен запис.,False,,,True
src/v123_bst_official_draw_detection_section.py,55,error,Официалната проверка не завърши надеждно. Локалните данни не са променени.,Официалната проверка не завърши надеждно. Локалните данни не са променени.,False,,,True
src/v124_safe_official_draw_ingestion_section.py,20,title,Безопасно прилагане на официален тираж,Безопасно прилагане на официален тираж,False,,,True
src/v124_safe_official_draw_ingestion_section.py,21,caption,Step 124 + Step 143 — безопасно прилагане и автоматично обновяване на леките downstream слоеве.,Етап 124 + безопасно прилагане и автоматично обновяване на леките зависими слоеве.,False,,,True
src/v124_safe_official_draw_ingestion_section.py,25,metric,Локален последен тираж,Локален последен тираж,False,,,True
src/v124_safe_official_draw_ingestion_section.py,26,metric,Локална дата,Локална дата,False,,,True
src/v124_safe_official_draw_ingestion_section.py,28,warning,"Тази страница може да запише само строго по-нов, успешно валидиран официален тираж. След успешно прилагане R анализите, характеристиките, решението за игра и фиш пакетите се обновяват автоматично. Тежко ML retraining не се изпълнява.","Тази страница може да запише само строго по-нов, успешно валидиран официален тираж. След успешно прилагане R анализите, характеристиките, решението за игра и фиш пакетите се обновяват автоматично. Тежко преобучение на моделите не се изпълнява.",False,,,True
src/v124_safe_official_draw_ingestion_section.py,33,slider,Timeout за БСТ (секунди),Време за изчакване за БСТ (секунди),False,,,True
src/v124_safe_official_draw_ingestion_section.py,35,button,1. Провери за нов официален тираж,1. Провери за нов официален тираж,False,,,True
src/v124_safe_official_draw_ingestion_section.py,45,metric,Официален тираж,Официален тираж,False,,,True
src/v124_safe_official_draw_ingestion_section.py,46,metric,Дата,Дата,False,,,True
src/v124_safe_official_draw_ingestion_section.py,47,metric,Разлика,Разлика,False,,,True
src/v124_safe_official_draw_ingestion_section.py,86,metric,Статус,Статус,False,,,True
src/v124_safe_official_draw_ingestion_section.py,87,metric,Тираж,Тираж,False,,,True
src/v124_safe_official_draw_ingestion_section.py,88,metric,Backup,Резервно копие,False,,,True
src/v124_safe_official_draw_ingestion_section.py,89,metric,Rollback,Връщане назад,False,,,True
src/v124_safe_official_draw_ingestion_section.py,36,spinner,Проверявам и валидирам БСТ...,Проверявам и валидирам БСТ...,False,,,True
src/v124_safe_official_draw_ingestion_section.py,51,success,Няма нов официален тираж за прилагане.,Няма нов официален тираж за прилагане.,False,,,True
src/v124_safe_official_draw_ingestion_section.py,90,expander,Технически отчет за операцията,Технически отчет за операцията,False,,,True
src/v124_safe_official_draw_ingestion_section.py,94,expander,Последен Step 124 summary,Последен Етап 124 обобщение,False,,,True
src/v124_safe_official_draw_ingestion_section.py,53,warning,Открит е строго по-нов официален тираж. Може да бъде приложен безопасно.,Открит е строго по-нов официален тираж. Може да бъде приложен безопасно.,False,,,True
src/v124_safe_official_draw_ingestion_section.py,56,checkbox,Потвърждавам прилагането само към official source of truth и journal mirror,Потвърждавам прилагането само към официалния основен източник и локалното огледално копие на дневника,False,,,True
src/v124_safe_official_draw_ingestion_section.py,60,button,2. Направи backup и приложи тиража,2. Направи резервно копие и приложи тиража,False,,,True
src/v124_safe_official_draw_ingestion_section.py,66,error,"Прилагането е блокирано, защото официалната проверка не е надеждна.","Прилагането е блокирано, защото официалната проверка не е надеждна.",False,,,True
src/v124_safe_official_draw_ingestion_section.py,75,success,Официалният тираж и всички леки downstream слоеве са обновени успешно.,Официалният тираж и всички леки зависими слоеве са обновени успешно.,False,,,True
src/v124_safe_official_draw_ingestion_section.py,77,warning,"Официалният тираж е приложен, но downstream обновяването изисква проверка.","Официалният тираж е приложен, но обновяване на зависимите слоевето изисква проверка.",False,,,True
src/v124_safe_official_draw_ingestion_section.py,55,write,Печеливши числа:,Печеливши числа:,False,,,True
src/v124_safe_official_draw_ingestion_section.py,81,error,"Операцията се провали, но rollback-ът възстанови оригиналните данни.","Операцията се провали, но връщане назад-ът възстанови оригиналните данни.",False,,,True
src/v124_safe_official_draw_ingestion_section.py,61,spinner,"Създавам backup, staging и изпълнявам безопасно прилагане...",Създавам резервно копие и подготвям временна среда и изпълнявам безопасно прилагане...,False,,,True
src/v125_unified_downstream_refresh_section.py,7,title,Обновяване по цялата верига,Обновяване по цялата верига,False,,,True
src/v125_unified_downstream_refresh_section.py,8,caption,Step 125 — синхронизира downstream данните и оперативните решения след нов официален тираж. Не преобучава тежките ML модели.,синхронизира зависим данните и оперативните решения след нов официален тираж. Не преобучава тежките ML модели.,False,,,True
src/v125_unified_downstream_refresh_section.py,9,info,Ред: historical → normalized → canonical → R → Step 121 → Decision Center → ticket packs → freshness check.,Ред: исторически → нормализиран → каноничен → R → Етап 121 → център за решения → пакети с комбинации → проверка на актуалността.,False,,,True
src/v125_unified_downstream_refresh_section.py,12,slider,Timeout за отделен етап (секунди),Време за изчакване за отделен етап (секунди),False,,,True
src/v125_unified_downstream_refresh_section.py,15,button,Покажи план,Покажи план,False,,,True
src/v125_unified_downstream_refresh_section.py,18,button,Стартирай безопасното обновяване,Стартирай безопасното обновяване,False,,,True
src/v125_unified_downstream_refresh_section.py,25,success,Всички оперативни downstream етапи приключиха успешно.,Всички оперативни зависими етапи приключиха успешно.,False,,,True
src/v125_unified_downstream_refresh_section.py,27,info,Планът е готов. Не са направени промени.,Планът е готов. Не са направени промени.,False,,,True
src/v125_unified_downstream_refresh_section.py,29,error,Веригата спря безопасно. Следващите етапи са блокирани до отстраняване на грешката.,Веригата спря безопасно. Следващите етапи са блокирани до отстраняване на грешката.,False,,,True
src/v125_unified_downstream_refresh_section.py,19,spinner,Обновяване по веригата...,Обновяване по веригата...,False,,,True
src/v126_startup_automation_section.py,61,title,Автоматична проверка и операторски контрол,Автоматична проверка и операторски контрол,False,,,True
src/v126_startup_automation_section.py,62,caption,"Step 126 — проверка при старт, защита от Streamlit rerun, ръчни контроли и optional auto-apply. Без тежко ML retraining.","проверка при старт, защита от Streamlit повторно изпълнение, ръчни контроли и по избор автоматично прилагане. Без тежко преобучение на моделите.",False,,,True
src/v126_startup_automation_section.py,90,warning,"Препоръчителен начален режим: автоматична проверка ON, auto-apply OFF. Включи пълната автоматизация след реален успешен нов тираж.","Препоръчителен начален режим: автоматична проверка ВКЛ., автоматично прилагане ИЗКЛ. Включи пълната автоматизация след реално успешно обработен нов тираж.",False,,,True
src/v126_startup_automation_section.py,48,metric,Локален тираж,Локален тираж,False,,,True
src/v126_startup_automation_section.py,49,metric,Официален тираж,Официален тираж,False,,,True
src/v126_startup_automation_section.py,50,metric,Detection статус,Статус на проверката,False,,,True
src/v126_startup_automation_section.py,66,checkbox,Автоматична проверка при старт,Автоматична проверка при старт,False,,,True
src/v126_startup_automation_section.py,67,checkbox,Автоматично приложи валидиран нов тираж,Автоматично приложи валидиран нов тираж,False,,,True
src/v126_startup_automation_section.py,68,checkbox,След успешно прилагане обнови оперативната downstream верига,След успешно прилагане обнови оперативната зависима верига,False,,,True
src/v126_startup_automation_section.py,73,slider,Кеш между проверки (минути),Кеш между проверки (минути),False,,,True
src/v126_startup_automation_section.py,74,slider,Timeout към БСТ (секунди),Време за изчакване към БСТ (секунди),False,,,True
src/v126_startup_automation_section.py,75,slider,Timeout за downstream етап (секунди),Време за изчакване за зависим етап (секунди),False,,,True
src/v126_startup_automation_section.py,76,form_submit_button,Запази настройките,Запази настройките,False,,,True
src/v126_startup_automation_section.py,87,success,Настройките са запазени.,Настройките са запазени.,False,,,True
src/v126_startup_automation_section.py,94,button,Провери сега,Провери сега,False,,,True
src/v126_startup_automation_section.py,99,button,Провери и изпълни според настройките,Провери и изпълни според настройките,False,,,True
src/v126_startup_automation_section.py,53,expander,Резултат от безопасното прилагане,Резултат от безопасното прилагане,False,,,True
src/v126_startup_automation_section.py,56,expander,Резултат от downstream обновяването,Резултат от обновяване на зависимите слоевето,False,,,True
src/v126_startup_automation_section.py,95,spinner,Проверка на официалния източник...,Проверка на официалния източник...,False,,,True
src/v126_startup_automation_section.py,100,spinner,Изпълнение на контролираната автоматизация...,Изпълнение на контролираната автоматизация...,False,,,True
src/v127_end_to_end_automation_validation_section.py,9,title,End-to-End проверка на автоматизацията,цялостна проверка на автоматизацията,False,,,True
src/v127_end_to_end_automation_validation_section.py,10,caption,Step 127 — контролирана симулация на следващ официален тираж в изолиран test sandbox. Реалните данни не се променят.,контролирана симулация на следващ официален тираж в изолиран изолирана тестова среда. Реалните данни не се променят.,False,,,True
src/v127_end_to_end_automation_validation_section.py,11,info,Сценарият доказва: detect → safe ingest → downstream refresh simulation → freshness synced → duplicate protection → rollback → production isolation.,Сценарият доказва: откриване → безопасно прилагане → симулация на обновяването на зависимите слоеве → потвърдена актуалност → защита от дублиране → връщане назад → изолация от работния режим.,False,,,True
src/v127_end_to_end_automation_validation_section.py,12,warning,"Това е тестова симулация. Не се свързва с БСТ, не добавя реален тираж и не стартира тежко ML обучение.","Това е тестова симулация. Не се свързва с БСТ, не добавя реален тираж и не стартира тежко ML обучение.",False,,,True
src/v127_end_to_end_automation_validation_section.py,14,button,Стартирай пълната изолирана проверка,Стартирай пълната изолирана проверка,False,,,True
src/v127_end_to_end_automation_validation_section.py,27,metric,Симулиран тираж,Симулиран тираж,False,,,True
src/v127_end_to_end_automation_validation_section.py,28,metric,Неуспешни етапи,Неуспешни етапи,False,,,True
src/v127_end_to_end_automation_validation_section.py,29,metric,Реалните данни са непроменени,Реалните данни са непроменени,False,,,True
src/v127_end_to_end_automation_validation_section.py,24,error,Един или повече етапи на end-to-end проверката не преминаха.,Един или повече етапи на цялостна проверката не преминаха.,False,,,True
src/v127_end_to_end_automation_validation_section.py,15,spinner,Изпълнява се end-to-end тестът в изолирана временна среда...,Изпълнява се цялостна тестът в изолирана временна среда...,False,,,True
src/v128_production_auto_apply_guardrails_section.py,13,title,Production Auto-Apply готовност и защити,Готовност и защити за автоматично прилагане,False,,,True
src/v128_production_auto_apply_guardrails_section.py,14,caption,"Step 128 — production lock, изрично операторско съгласие, last-success checkpoint, retry policy и защита срещу повторно прилагане.","заключване на работния режим, изрично операторско съгласие, последно успешно изпълнение контролна точка, повторен опит правило и защита срещу повторно прилагане.",False,,,True
src/v128_production_auto_apply_guardrails_section.py,21,metric,Production lock,Заключване на работния режим,False,,,True
src/v128_production_auto_apply_guardrails_section.py,22,metric,Операторско съгласие,Операторско съгласие,False,,,True
src/v128_production_auto_apply_guardrails_section.py,23,metric,Last success,Последно успешно изпълнение,False,,,True
src/v128_production_auto_apply_guardrails_section.py,38,warning,"Production lock трябва да остане включен, докато не се потвърди реален нов тираж. Отключването само по себе си не е достатъчно — изисква се и валидно операторско съгласие.","заключване на работния режим трябва да остане включен, докато не се потвърди реален нов тираж. Отключването само по себе си не е достатъчно — изисква се и валидно операторско съгласие.",False,,,True
src/v128_production_auto_apply_guardrails_section.py,40,text_input,Въведи точната фраза за изрично съгласие,Въведи точната фраза за изрично съгласие,False,,,True
src/v128_production_auto_apply_guardrails_section.py,60,subheader,Readiness проверки,Проверки за готовност,False,,,True
src/v128_production_auto_apply_guardrails_section.py,68,button,Изпълни guarded production проверка,Изпълни Защитено работен режим проверка,False,,,True
src/v128_production_auto_apply_guardrails_section.py,26,checkbox,Production lock,Заключване на работния режим,False,,,True
src/v128_production_auto_apply_guardrails_section.py,27,slider,Валидност на съгласието (часове),Валидност на съгласието (часове),False,,,True
src/v128_production_auto_apply_guardrails_section.py,28,slider,Максимален брой опити,Максимален брой опити,False,,,True
src/v128_production_auto_apply_guardrails_section.py,29,slider,Начален retry backoff (секунди),Начален изчакване между повторните опити (секунди),False,,,True
src/v128_production_auto_apply_guardrails_section.py,30,checkbox,Блокирай повторно прилагане на тираж от last-success checkpoint,Блокирай повторно прилагане на тираж от последно успешно изпълнение контролна точка,False,,,True
src/v128_production_auto_apply_guardrails_section.py,31,form_submit_button,Запази guardrail настройките,Запази настройките за защита,False,,,True
src/v128_production_auto_apply_guardrails_section.py,43,button,Дай операторско съгласие,Дай операторско съгласие,False,,,True
src/v128_production_auto_apply_guardrails_section.py,51,button,Отмени съгласието и заключи,Отмени съгласието и заключи,False,,,True
src/v128_production_auto_apply_guardrails_section.py,56,expander,Фраза за съгласие и правила,Фраза за съгласие и правила,False,,,True
src/v128_production_auto_apply_guardrails_section.py,58,write,Фразата не се пази като чист текст; записва се само SHA-256 отпечатък и timestamp.,Подробното техническо описание е достъпно в раздел „Технически подробности“.,False,,,True
src/v128_production_auto_apply_guardrails_section.py,35,success,Guardrail настройките са запазени.,настройките за защита са запазени.,False,,,True
src/v128_production_auto_apply_guardrails_section.py,53,success,Съгласието е отменено и production lock е включен.,Съгласието е отменено и заключване на работния режим е включен.,False,,,True
src/v128_production_auto_apply_guardrails_section.py,65,expander,Last-success checkpoint,Последна успешна контролна точка,False,,,True
src/v128_production_auto_apply_guardrails_section.py,70,spinner,Guarded production изпълнение...,Защитено работен режим изпълнение...,False,,,True
src/v128_production_auto_apply_guardrails_section.py,46,success,Операторското съгласие е записано с ограничена валидност.,Операторското съгласие е записано с ограничена валидност.,False,,,True
src/v129_controlled_production_activation_section.py,14,title,Контролирано production активиране и dry-run,Контролирано активиране и пробно изпълнение,False,,,True
src/v129_controlled_production_activation_section.py,15,caption,"Step 129 — dry-run, финален preflight, operator summary и еднократно activation разрешение за конкретен тираж.","пробно изпълнение, финален предварителна проверка, операторско обобщение и еднократно разрешение за активиране за конкретен тираж.",False,,,True
