draw_id,date,n1,n2,n3,n4,n5,n6,year,draw_number,draw_position,source_url
860,,1,11,12,16,30,37,1974,1,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
861,,2,3,4,6,23,42,1974,2,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
862,,8,20,25,26,35,42,1974,3,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
863,,3,23,28,33,42,48,1974,4,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
864,,7,14,15,27,37,38,1974,5,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
865,,1,2,5,7,32,48,1974,6,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
866,,5,7,42,45,46,49,1974,7,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
867,,17,19,35,39,40,42,1974,8,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
868,,4,6,12,16,17,40,1974,9,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
869,,7,13,25,28,29,43,1974,10,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
870,,11,19,31,39,40,41,1974,11,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
871,,1,7,16,22,23,34,1974,12,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
872,,1,3,10,29,36,44,1974,13,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
873,,21,23,25,38,43,45,1974,14,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
874,,4,20,28,31,39,44,1974,15,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
875,,8,11,28,34,36,37,1974,16,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
876,,4,13,25,29,34,46,1974,17,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
877,,1,21,32,38,43,49,1974,18,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
878,,9,14,31,34,44,49,1974,19,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
879,,5,9,15,37,40,49,1974,20,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
880,,12,14,20,27,33,36,1974,21,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
881,,6,15,25,27,41,42,1974,22,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
882,,7,21,23,24,39,49,1974,23,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
883,,12,14,17,23,38,42,1974,24,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
884,,5,27,28,30,32,45,1974,25,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
885,,5,9,18,22,25,47,1974,26,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
886,,4,5,8,26,33,49,1974,27,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
887,,10,11,25,32,45,47,1974,28,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
888,,9,10,12,13,14,33,1974,29,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
889,,7,27,42,44,48,49,1974,30,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
890,,6,7,9,14,24,25,1974,31,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
891,,4,5,32,42,44,46,1974,32,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
892,,14,19,41,42,48,49,1974,33,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
893,,1,25,32,33,39,49,1974,34,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
894,,14,15,17,24,27,38,1974,35,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
895,,4,31,32,35,41,42,1974,36,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
896,,12,14,18,23,42,43,1974,37,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
897,,24,37,42,43,44,49,1974,38,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
898,,11,13,26,29,32,46,1974,39,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
899,,4,12,17,23,24,46,1974,40,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
900,,6,12,14,31,43,44,1974,41,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
901,,6,27,29,30,31,32,1974,42,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
902,,20,21,30,40,44,49,1974,43,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
903,,6,24,30,37,40,42,1974,44,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
904,,1,4,6,8,35,40,1974,45,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
905,,3,6,7,19,31,35,1974,46,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
906,,11,14,18,40,44,47,1974,47,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
907,,1,19,24,28,38,47,1974,48,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
908,,1,13,16,19,24,28,1974,49,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
909,,11,13,18,27,34,47,1974,50,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
910,,17,29,34,36,42,45,1974,51,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
911,,23,24,27,37,41,44,1974,52,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
912,,4,20,22,24,44,46,1974,601,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
913,,4,5,16,20,31,38,1974,602,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
914,,11,17,21,30,40,44,1974,603,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
915,,7,8,30,37,41,42,1974,604,1,https://info.toto.bg/content/files/stats-tiraji/649_74.txt
916,,20,32,35,39,41,45,1975,1,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
917,,3,4,5,31,42,46,1975,2,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
918,,15,19,21,26,39,43,1975,3,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
919,,5,32,41,43,45,46,1975,4,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
920,,8,30,35,39,40,41,1975,5,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
921,,11,23,28,29,46,47,1975,6,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
922,,3,16,26,34,39,49,1975,7,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
923,,5,12,24,26,32,43,1975,8,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
924,,20,33,35,44,45,48,1975,9,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
925,,5,20,22,27,29,30,1975,10,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
926,,3,13,16,20,35,43,1975,11,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
927,,5,11,16,36,38,42,1975,12,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
928,,13,17,22,38,44,47,1975,13,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
929,,11,17,19,25,46,48,1975,14,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
930,,6,7,16,39,40,45,1975,15,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
931,,1,24,30,42,45,48,1975,16,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
932,,12,24,25,26,33,44,1975,17,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
933,,9,14,28,31,40,41,1975,18,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
934,,9,15,24,26,38,46,1975,19,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
935,,1,17,27,36,40,44,1975,20,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
936,,2,10,20,22,37,44,1975,21,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
937,,9,11,13,28,37,49,1975,22,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
938,,4,6,19,38,45,47,1975,23,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
939,,14,26,30,35,37,42,1975,24,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
940,,1,14,24,27,46,49,1975,25,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
941,,6,28,34,44,47,48,1975,26,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
942,,14,15,22,27,29,41,1975,27,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
943,,12,21,34,41,43,49,1975,28,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
944,,16,20,27,30,36,41,1975,29,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
945,,1,11,16,23,41,45,1975,30,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
946,,2,13,26,36,47,49,1975,31,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
947,,1,4,5,10,35,37,1975,32,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
948,,6,10,12,23,36,49,1975,33,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
949,,9,15,23,28,43,48,1975,34,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
950,,14,22,29,38,40,43,1975,35,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
951,,1,3,13,24,38,45,1975,36,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
952,,9,10,20,28,33,35,1975,37,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
953,,3,7,22,36,38,47,1975,38,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
954,,5,9,32,33,39,42,1975,39,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
955,,8,10,16,30,34,45,1975,40,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
956,,5,29,30,39,40,42,1975,41,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
957,,2,9,27,28,37,46,1975,42,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
958,,3,11,12,15,22,27,1975,43,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
959,,1,8,13,30,32,34,1975,44,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
960,,6,17,24,34,39,40,1975,45,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
961,,2,4,37,40,41,44,1975,46,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
962,,10,15,18,20,23,45,1975,47,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
963,,7,12,19,28,31,45,1975,48,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
964,,8,14,27,29,42,49,1975,49,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
965,,19,21,26,38,44,49,1975,50,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
966,,10,15,17,28,37,47,1975,51,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
967,,1,4,5,15,21,29,1975,52,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
968,,2,3,10,31,39,42,1975,601,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
969,,6,18,23,28,40,41,1975,602,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
970,,2,8,24,27,38,42,1975,603,1,https://info.toto.bg/content/files/stats-tiraji/649_75.txt
971,,17,27,33,35,42,47,1976,1,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
972,,6,7,21,27,34,49,1976,2,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
973,,7,10,12,18,34,44,1976,3,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
974,,6,7,13,27,35,37,1976,4,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
975,,13,16,26,31,37,43,1976,5,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
976,,7,17,25,39,41,43,1976,6,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
977,,2,11,16,22,31,41,1976,7,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
978,,4,11,14,33,35,40,1976,8,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
979,,6,15,22,29,31,47,1976,9,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
980,,4,6,24,38,44,45,1976,10,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
981,,7,9,15,28,38,39,1976,11,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
982,,8,30,37,38,43,47,1976,12,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
983,,1,11,12,14,34,36,1976,13,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
984,,10,16,17,35,39,46,1976,14,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
985,,7,8,19,21,32,34,1976,15,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
986,,13,17,18,19,24,49,1976,16,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
987,,1,7,10,13,34,49,1976,17,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
988,,3,9,20,24,28,33,1976,18,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
989,,11,16,17,26,31,32,1976,19,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
990,,5,6,7,20,25,30,1976,20,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
991,,4,5,16,21,32,47,1976,21,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
992,,8,17,25,28,41,49,1976,22,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
993,,3,7,14,20,42,49,1976,23,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
994,,1,14,19,22,45,47,1976,24,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
995,,8,16,25,43,45,49,1976,25,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
996,,6,7,12,19,20,35,1976,26,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
997,,9,11,15,17,22,30,1976,27,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
998,,5,12,15,20,31,49,1976,28,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
999,,9,17,25,32,34,49,1976,29,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1000,,4,13,21,26,30,41,1976,30,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1001,,4,15,25,27,28,48,1976,31,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1002,,2,14,17,36,46,49,1976,32,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1003,,4,5,8,15,23,48,1976,33,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1004,,1,2,12,21,24,35,1976,34,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1005,,32,37,38,40,41,49,1976,35,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1006,,6,10,20,29,41,43,1976,36,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1007,,1,24,31,33,39,45,1976,37,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1008,,2,11,26,31,42,43,1976,38,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1009,,1,7,17,24,25,26,1976,39,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1010,,3,5,7,16,22,39,1976,40,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1011,,1,17,19,26,29,44,1976,41,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1012,,1,3,11,34,38,40,1976,42,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1013,,2,13,19,20,33,35,1976,43,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1014,,10,15,28,42,43,49,1976,44,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1015,,5,7,12,13,22,23,1976,45,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1016,,10,11,14,24,31,44,1976,46,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1017,,7,9,14,16,28,44,1976,47,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1018,,10,27,33,38,41,47,1976,48,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1019,,6,18,25,35,45,47,1976,49,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1020,,12,21,37,39,46,47,1976,50,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1021,,2,3,4,24,25,29,1976,51,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1022,,13,16,19,31,32,34,1976,52,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1023,,6,10,25,36,42,48,1976,601,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1024,,2,12,27,28,36,37,1976,602,1,https://info.toto.bg/content/files/stats-tiraji/649_76.txt
1025,,6,8,11,19,37,46,1977,1,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1026,,11,15,19,25,27,45,1977,2,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1027,,1,16,18,20,22,44,1977,3,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1028,,4,5,9,17,28,39,1977,4,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1029,,9,18,20,28,32,40,1977,5,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1030,,9,16,21,28,29,48,1977,6,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1031,,9,20,23,33,35,42,1977,7,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1032,,7,19,29,38,46,47,1977,8,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1033,,9,22,26,36,38,42,1977,9,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1034,,11,14,15,30,31,47,1977,10,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1035,,2,11,20,21,31,38,1977,11,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1036,,5,19,31,34,47,49,1977,12,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1037,,1,26,31,32,42,49,1977,13,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1038,,2,11,13,28,36,45,1977,14,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1039,,8,19,26,29,45,48,1977,15,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1040,,1,9,31,43,46,47,1977,16,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1041,,6,12,18,20,22,48,1977,17,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1042,,2,4,15,17,30,42,1977,18,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1043,,3,16,21,28,32,33,1977,19,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1044,,2,12,19,20,35,48,1977,20,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1045,,10,16,26,30,34,43,1977,21,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1046,,8,22,24,30,34,45,1977,22,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1047,,4,5,34,36,43,46,1977,23,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1048,,9,10,22,25,30,41,1977,24,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1049,,19,23,29,36,37,40,1977,25,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1050,,7,13,14,29,38,43,1977,26,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1051,,31,37,42,43,45,49,1977,27,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1052,,3,6,20,30,43,47,1977,28,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1053,,8,9,18,28,33,46,1977,29,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1054,,6,9,19,28,42,46,1977,30,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1055,,4,5,6,12,29,42,1977,31,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1056,,1,5,12,21,23,36,1977,32,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1057,,12,20,24,26,41,45,1977,33,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1058,,12,15,35,38,48,49,1977,34,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1059,,1,14,17,26,28,49,1977,35,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1060,,17,21,30,38,40,41,1977,36,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1061,,8,10,12,24,35,40,1977,37,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1062,,6,13,33,35,39,48,1977,38,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1063,,4,12,21,31,35,48,1977,39,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1064,,9,25,34,44,46,48,1977,40,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1065,,8,15,17,40,45,49,1977,41,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1066,,5,13,25,30,39,41,1977,42,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1067,,1,6,10,21,38,48,1977,43,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1068,,15,33,37,39,40,42,1977,44,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1069,,5,22,23,36,39,46,1977,45,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1070,,3,15,29,40,44,47,1977,46,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1071,,8,12,15,32,44,45,1977,47,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1072,,11,20,26,29,33,42,1977,48,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1073,,5,16,17,21,27,48,1977,49,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1074,,4,6,8,10,20,38,1977,50,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1075,,2,5,10,15,27,46,1977,51,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1076,,12,17,24,26,27,35,1977,52,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1077,,1,19,27,37,40,49,1977,601,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1078,,21,36,39,41,44,49,1977,602,1,https://info.toto.bg/content/files/stats-tiraji/649_77.txt
1079,,16,18,26,40,41,45,1978,1,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1080,,12,18,27,36,37,40,1978,2,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1081,,1,5,15,18,26,44,1978,3,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1082,,3,10,38,44,45,49,1978,4,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1083,,15,27,32,34,39,42,1978,5,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1084,,1,16,28,42,45,48,1978,6,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1085,,1,2,4,21,37,44,1978,7,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1086,,4,9,17,21,27,31,1978,8,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1087,,2,5,24,26,35,41,1978,9,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1088,,4,6,29,45,47,49,1978,10,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1089,,15,19,27,28,29,46,1978,11,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1090,,15,20,22,31,32,40,1978,12,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1091,,4,8,15,18,26,44,1978,13,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1092,,4,14,19,21,41,43,1978,14,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1093,,2,4,12,22,24,35,1978,15,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1094,,5,13,15,16,36,49,1978,16,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1095,,7,8,10,11,26,39,1978,17,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1096,,1,12,18,30,38,48,1978,18,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1097,,2,3,19,39,43,46,1978,19,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1098,,2,5,11,19,39,42,1978,20,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1099,,8,9,15,21,30,31,1978,21,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1100,,4,7,8,16,24,45,1978,22,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1101,,2,6,8,33,45,47,1978,23,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1102,,11,19,22,29,30,40,1978,24,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1103,,1,5,19,25,26,45,1978,25,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1104,,2,5,7,9,14,35,1978,26,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1105,,10,12,14,20,23,44,1978,27,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1106,,5,10,17,22,23,25,1978,28,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1107,,10,13,20,27,41,49,1978,29,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1108,,5,7,33,39,44,47,1978,30,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1109,,12,17,21,24,36,40,1978,31,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1110,,14,20,23,30,32,46,1978,32,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1111,,1,16,22,38,39,43,1978,33,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1112,,6,7,10,26,29,30,1978,34,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1113,,2,6,15,24,30,48,1978,35,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1114,,3,12,20,31,39,41,1978,36,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1115,,17,19,36,37,39,49,1978,37,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1116,,1,10,16,21,38,48,1978,38,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1117,,6,8,17,30,38,46,1978,39,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1118,,4,6,25,36,47,49,1978,40,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1119,,10,22,30,33,35,48,1978,41,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1120,,15,18,23,28,29,41,1978,42,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1121,,13,24,26,32,33,39,1978,43,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1122,,4,6,9,13,33,45,1978,44,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1123,,10,28,29,39,45,48,1978,45,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1124,,7,25,34,40,44,49,1978,46,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1125,,5,6,16,34,44,45,1978,47,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1126,,3,18,20,38,43,48,1978,48,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1127,,15,21,29,31,43,46,1978,49,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1128,,1,3,12,13,31,38,1978,50,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1129,,1,2,3,17,20,46,1978,51,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
1130,,5,10,15,17,22,43,1978,52,1,https://info.toto.bg/content/files/stats-tiraji/649_78.txt
